Wavelength,Flux,BestFit,SkyFlux
5576.993,47.292,51.455,57.743
5578.276,54.209,51.149,216.045
5579.559,65.736,50.983,288.824
5580.846,52.990,51.288,162.871
5582.130,50.241,51.397,39.370
5583.417,52.200,51.460,10.550
5584.702,52.225,51.245,7.222
5585.989,49.554,50.284,6.344
5587.275,50.552,49.270,6.077
5588.560,51.465,49.073,6.364
5589.849,48.817,48.680,7.864
5591.135,48.945,48.139,9.079
5592.424,50.219,48.662,8.592
5593.710,50.499,50.407,7.055
5595.000,50.674,50.531,6.798
5596.287,48.588,50.440,7.197
5597.575,51.198,50.592,7.599
5598.866,52.616,51.821,8.628
5600.154,49.662,53.025,8.504
5601.445,49.560,52.039,7.375
5602.734,48.020,49.396,7.046
5604.026,46.980,47.319,7.190
5605.315,44.937,46.024,7.946
5606.604,42.600,44.834,9.692
5607.897,43.558,44.379,9.411
5609.187,43.646,45.169,8.022
5610.481,45.417,44.880,7.420
5611.771,46.724,44.949,7.462
5613.065,47.373,46.354,7.314
5614.357,46.511,48.125,7.277
5615.648,47.530,48.942,6.904
5616.943,50.763,49.049,6.912
5618.235,49.905,50.680,7.977
5619.531,49.975,51.415,7.846
5620.824,50.094,50.735,7.852
5622.120,50.171,50.506,8.005
5623.413,51.417,50.298,7.855
5624.707,49.497,48.846,8.703
5626.004,49.709,48.972,9.038
5627.298,51.180,49.943,8.214
5628.596,52.213,51.649,7.154
5629.891,51.614,52.671,7.561
5631.189,53.097,52.867,7.359
5632.484,54.625,53.290,7.520
5633.780,51.081,53.690,7.833
5635.079,55.732,53.720,7.577
5636.376,53.650,53.339,7.247
5637.675,52.848,51.672,7.259
5638.972,50.953,49.887,7.557
5640.273,50.322,49.558,7.941
5641.570,50.304,48.598,8.040
5642.868,49.225,48.806,8.214
5644.169,50.693,50.150,6.973
5645.468,51.143,50.558,7.657
5646.769,50.515,50.971,9.128
5648.069,51.676,53.190,9.039
5649.371,52.304,53.610,8.381
5650.671,52.668,52.771,8.068
5651.971,52.374,53.083,7.703
5653.274,53.454,53.784,7.270
5654.574,53.228,54.015,7.840
5655.878,53.680,54.108,7.798
5657.179,51.883,54.109,8.060
5658.484,52.588,52.651,7.843
5659.786,52.512,51.966,8.052
5661.088,49.867,52.217,8.140
5662.393,52.000,52.544,8.517
5663.696,51.998,52.531,7.755
5665.002,51.843,52.418,8.618
5666.305,51.210,51.072,8.898
5667.612,51.757,51.365,9.253
5668.916,51.023,50.563,9.109
5670.220,48.148,48.794,9.848
5671.527,47.424,48.375,10.840
5672.832,46.566,46.114,11.229
5674.140,47.722,45.757,11.611
5675.445,50.425,48.145,11.275
5676.754,49.150,50.381,10.645
5678.060,48.703,51.203,10.560
5679.369,50.635,51.635,10.752
5680.676,49.959,51.815,11.086
5681.983,51.219,52.346,12.300
5683.293,52.454,51.624,13.674
5684.600,50.382,51.075,16.393
5685.911,49.670,50.926,18.406
5687.219,47.577,50.313,18.854
5688.531,51.184,50.974,18.290
5689.839,51.447,51.653,20.058
5691.148,53.152,51.861,19.816
5692.461,49.997,50.696,19.089
5693.770,49.603,49.328,18.083
5695.083,49.763,49.912,15.537
5696.393,49.432,51.419,14.360
5697.707,52.700,52.014,13.073
5699.018,51.061,51.806,12.590
5700.329,53.972,53.490,11.150
5701.643,54.327,55.746,12.127
5702.955,55.647,55.151,9.571
5704.270,52.768,54.413,10.874
5705.582,54.855,55.053,9.753
5706.898,52.283,55.239,9.549
5708.211,50.979,53.749,9.490
5709.524,51.323,52.138,9.664
5710.841,51.929,52.218,9.090
5712.154,50.485,51.601,9.849
5713.472,49.262,50.908,9.950
5714.786,50.370,51.059,9.897
5716.104,50.107,50.576,9.797
5717.419,49.593,49.287,8.860
5718.734,48.427,48.667,8.544
5720.053,50.123,48.994,8.703
5721.369,48.726,50.834,8.952
5722.688,51.188,51.537,9.226
5724.004,51.633,52.216,8.831
5725.324,51.072,53.582,8.911
5726.642,51.711,54.095,8.880
5727.959,50.323,52.757,8.626
5729.280,50.882,53.149,8.654
5730.598,52.134,52.645,8.527
5731.919,51.746,51.973,8.176
5733.238,51.540,52.329,8.411
5734.560,53.580,53.426,8.475
5735.879,50.393,54.055,8.612
5737.199,50.709,51.309,8.561
5738.522,49.027,49.934,8.768
5739.842,50.247,50.643,8.951
5741.165,49.175,51.274,8.427
5742.486,50.060,50.822,8.477
5743.810,50.883,51.749,8.609
5745.132,49.719,51.325,8.059
5746.453,48.241,50.557,8.348
5747.779,47.263,50.520,8.255
5749.101,47.615,50.840,8.601
5750.427,49.392,50.751,8.493
5751.749,49.949,50.947,8.492
5753.076,47.371,50.322,8.234
5754.399,47.816,49.034,8.260
5755.723,47.158,48.037,8.584
5757.050,50.159,48.443,8.793
5758.375,47.043,49.686,8.717
5759.703,47.147,48.681,8.769
5761.028,49.487,49.650,8.837
5762.356,48.756,50.278,8.606
5763.682,51.172,50.213,9.142
5765.008,51.065,50.888,9.114
5766.337,48.062,52.577,9.864
5767.664,50.893,52.357,10.688
5768.994,51.255,51.613,12.994
5770.321,51.340,51.900,16.034
5771.651,51.988,52.922,17.553
5772.979,49.896,53.039,15.500
5774.307,51.979,51.881,11.685
5775.639,48.680,52.485,10.293
5776.967,51.277,51.854,9.487
5778.300,49.116,52.470,9.807
5779.629,49.106,51.716,9.410
5780.962,49.548,49.743,9.374
5782.291,48.488,49.893,9.526
5783.625,47.475,50.486,9.821
5784.955,51.230,49.676,9.378
5786.286,48.826,49.253,9.846
5787.621,46.112,49.387,10.857
5788.952,47.362,50.472,11.375
5790.287,48.555,52.654,13.166
5791.619,48.421,53.281,16.752
5792.954,49.987,53.016,17.212
5794.287,51.321,54.091,14.450
5795.620,51.488,54.614,11.498
5796.957,50.181,52.959,11.417
5798.290,49.692,50.303,10.267
5799.627,49.546,49.263,10.057
5800.961,49.254,49.488,10.182
5802.299,49.856,50.826,10.490
5803.634,50.960,51.858,10.208
5804.969,50.754,51.472,10.539
5806.308,48.055,50.257,9.726
5807.643,48.448,50.336,9.555
5808.983,48.871,50.343,9.636
5810.319,47.607,50.771,10.194
5811.659,50.161,51.686,9.836
5812.996,52.399,52.559,8.970
5814.333,49.784,52.821,9.809
5815.674,47.448,52.505,10.113
5817.012,46.633,51.794,9.720
5818.353,46.994,51.421,10.125
5819.692,48.843,51.981,11.014
5821.034,47.115,52.524,11.078
5822.373,48.643,51.932,10.631
5823.712,49.386,51.965,9.985
5825.055,48.888,52.486,10.306
5826.395,49.414,51.471,10.108
5827.739,49.293,51.397,10.101
5829.079,48.130,51.614,10.268
5830.424,48.077,49.526,10.302
5831.765,44.606,49.380,10.418
5833.106,46.774,50.048,10.369
5834.451,49.206,50.097,9.978
5835.794,48.793,50.685,10.134
5837.139,50.837,51.029,10.692
5838.482,49.500,50.076,10.466
5839.829,47.630,51.886,10.508
5841.172,49.327,51.900,9.974
5842.516,50.445,51.612,10.346
5843.863,48.935,51.753,10.659
5845.207,50.206,51.796,11.040
5846.555,47.569,51.680,11.093
5847.900,48.138,52.829,11.311
5849.249,50.339,52.842,10.763
5850.594,48.961,52.558,10.288
5851.940,49.487,52.435,11.070
5853.290,48.541,52.644,11.508
5854.636,48.660,52.995,11.135
5855.986,47.961,52.259,11.560
5857.334,48.324,50.616,10.979
5858.684,48.308,51.294,10.964
5860.032,47.404,52.177,11.007
5861.380,49.024,50.955,10.854
5862.732,48.051,49.234,10.777
5864.080,47.616,51.100,11.147
5865.433,48.770,51.423,11.278
5866.782,47.305,50.457,13.825
5868.135,47.201,50.194,17.186
5869.485,48.450,50.941,17.150
5870.835,49.138,51.097,15.615
5872.189,49.909,49.980,13.251
5873.540,51.010,50.873,11.426
5874.894,51.142,51.584,10.805
5876.246,51.199,52.450,11.044
5877.601,51.614,53.749,10.143
5878.953,49.867,54.563,8.924
5880.305,48.916,54.909,8.811
5881.661,50.678,54.572,8.519
5883.014,49.340,53.245,8.487
5884.371,47.321,51.752,8.815
5885.725,49.181,50.565,8.509
5887.082,48.872,49.896,10.126
5888.436,50.747,50.866,17.174
5889.794,51.518,52.112,42.082
5891.149,47.992,52.575,84.379
5892.504,47.286,52.261,92.409
5893.863,48.060,52.066,56.648
5895.219,46.788,52.426,31.635
5896.578,48.433,51.910,48.839
5897.935,49.660,52.100,68.213
5899.295,50.937,52.908,51.732
5900.652,50.207,53.425,22.195
5902.010,49.466,53.625,11.352
5903.371,52.227,53.984,9.561
5904.729,51.402,53.635,9.003
5906.090,49.806,52.557,10.033
5907.449,50.931,53.155,10.894
5908.811,51.040,53.919,11.147
5910.170,50.958,53.904,10.745
5911.530,51.677,54.095,9.744
5912.893,51.524,54.020,9.486
5914.254,51.148,52.486,10.722
5915.617,51.277,52.432,12.923
5916.978,50.272,53.175,16.003
5918.343,50.342,53.274,15.223
5919.704,50.396,52.823,12.454
5921.066,51.768,52.777,10.956
5922.431,50.021,52.684,10.862
5923.794,50.048,52.173,11.106
5925.160,49.945,51.500,12.636
5926.523,49.155,51.267,13.673
5927.890,49.112,51.626,13.231
5929.253,49.191,51.530,12.420
5930.617,48.172,51.226,11.786
5931.985,48.856,52.137,12.341
5933.350,52.033,52.542,15.619
5934.718,50.191,52.133,18.404
5936.083,49.785,52.357,17.410
5937.452,47.911,52.068,14.187
5938.818,50.649,51.804,12.083
5940.184,52.347,52.749,11.573
5941.554,51.206,54.114,11.606
5942.921,49.171,54.297,11.847
5944.291,49.741,53.144,11.434
5945.659,51.225,53.216,12.704
5947.030,49.189,52.315,14.158
5948.398,48.506,50.120,13.904
5949.766,49.732,48.818,12.335
5951.138,46.348,49.031,12.065
5952.507,47.810,49.535,12.775
5953.880,47.805,50.498,15.198
5955.249,49.167,50.501,17.221
5956.623,49.249,50.488,16.591
5957.993,49.844,51.366,14.101
5959.364,48.934,52.417,12.305
5960.738,49.454,52.048,11.809
5962.109,49.763,50.596,11.843
5963.484,47.917,50.273,12.061
5964.856,47.211,50.111,11.698
5966.231,48.789,50.493,11.430
5967.604,49.444,51.654,11.334
5968.977,48.678,52.821,11.271
5970.353,51.147,53.491,12.209
5971.727,51.665,54.095,12.976
5973.104,51.507,54.694,12.692
5974.478,51.521,54.869,12.020
5975.856,50.137,54.206,11.976
5977.230,49.886,52.812,12.614
5978.605,48.542,51.573,14.650
5979.984,47.697,50.756,14.372
5981.360,48.181,50.799,13.104
5982.739,48.560,50.991,12.114
5984.115,48.518,51.387,10.801
5985.495,49.518,52.257,10.680
5986.872,50.237,51.851,10.503
5988.249,49.192,52.578,10.150
5989.630,48.570,52.135,11.145
5991.008,48.416,51.421,11.383
5992.390,48.293,51.681,10.438
5993.768,50.479,52.473,10.631
5995.150,50.967,53.114,11.223
5996.530,51.517,54.118,11.237
5997.912,51.304,53.674,11.355
5999.292,50.640,53.157,11.990
6000.672,48.551,53.061,11.566
6002.056,47.845,52.208,10.698
6003.437,50.473,51.638,10.587
6004.821,51.194,51.925,11.199
6006.203,50.017,51.415,12.289
6007.588,49.914,50.856,11.706
6008.970,49.515,51.109,10.358
6010.352,49.435,51.405,9.863
6011.738,48.254,50.710,9.930
6013.121,49.053,53.031,9.930
6014.508,49.605,53.319,10.032
6015.891,48.926,52.743,9.684
6017.278,50.394,52.700,9.294
6018.663,50.374,52.153,9.396
6020.047,49.887,52.230,9.130
6021.436,50.646,52.068,8.846
6022.821,48.799,50.518,9.207
6024.210,47.696,50.093,8.973
6025.595,47.681,50.854,8.717
6026.985,47.383,50.269,9.357
6028.371,47.496,50.153,9.400
6029.758,46.873,51.771,9.655
6031.149,49.917,50.761,9.771
6032.536,49.954,50.825,9.050
6033.927,46.483,52.405,9.432
6035.315,47.167,51.572,10.113
6036.707,48.941,52.087,10.060
6038.096,49.630,52.505,9.446
6039.485,50.200,52.722,8.967
6040.878,49.785,53.190,9.114
6042.267,49.660,53.712,9.033
6043.661,51.440,53.643,9.381
6045.051,52.218,53.384,8.751
6046.445,49.903,53.861,8.824
6047.836,49.409,53.293,9.094
6049.227,51.106,52.153,8.863
6050.622,50.115,51.445,8.707
6052.014,50.132,51.379,8.462
6053.410,50.739,51.769,8.483
6054.802,50.264,51.629,8.436
6056.198,49.810,50.912,8.299
6057.592,49.291,51.530,8.478
6058.985,49.314,53.146,8.415
6060.382,50.893,53.534,8.530
6061.777,51.922,53.751,9.055
6063.174,51.579,53.696,8.968
6064.569,51.152,54.388,8.702
6065.968,49.021,53.795,8.291
6067.363,51.550,52.254,8.025
6068.759,52.231,52.288,8.702
6070.158,49.906,51.938,8.762
6071.555,48.311,52.233,8.455
6072.955,47.932,52.423,8.646
6074.352,48.402,51.464,8.765
6075.753,46.914,50.252,8.343
6077.150,46.543,50.171,8.229
6078.549,47.684,49.119,8.010
6079.950,48.082,48.783,8.033
6081.349,48.574,49.821,7.901
6082.751,50.710,50.338,7.997
6084.151,52.291,50.584,7.988
6085.554,52.428,52.618,7.737
6086.954,51.527,54.307,7.778
6088.354,52.088,53.505,7.805
6089.758,50.579,53.063,7.959
6091.159,52.785,53.625,8.126
6092.563,51.781,54.313,7.783
6093.965,51.611,54.643,7.857
6095.370,51.721,55.200,8.141
6096.772,51.184,54.594,7.961
6098.178,51.523,53.720,7.754
6099.581,50.833,53.016,8.052
6100.984,50.626,52.805,8.421
6102.391,52.296,53.333,7.989
6103.795,50.282,53.784,7.515
6105.203,50.975,53.739,7.671
6106.607,50.859,54.265,8.239
6108.015,50.327,54.547,7.918
6109.420,50.974,54.087,7.872
6110.826,50.793,53.845,7.824
6112.235,50.893,54.428,7.647
6113.641,51.215,53.461,8.146
6115.051,52.445,53.823,7.850
6116.458,53.496,53.831,7.603
6117.868,52.841,52.831,7.837
6119.276,52.187,52.931,7.837
6120.683,52.287,53.399,7.335
6122.095,52.273,53.646,7.180
6123.503,52.123,53.151,7.342
6124.915,50.973,52.992,7.076
6126.324,51.605,53.557,7.182
6127.737,51.634,53.877,7.498
6129.147,51.252,53.737,7.385
6130.557,52.975,54.859,7.383
6131.970,53.041,54.691,7.150
6133.381,49.215,52.983,7.656
6134.795,51.188,51.783,7.233
6136.207,51.509,52.634,7.215
6137.622,50.689,53.266,7.644
6139.034,51.140,53.209,8.381
6140.446,51.117,54.540,8.718
6141.862,51.644,55.741,8.600
6143.275,53.110,54.995,8.320
6144.691,52.151,53.043,8.633
6146.105,50.851,52.555,9.281
6147.522,50.785,52.873,8.819
6148.936,49.510,52.510,7.969
6150.351,48.481,52.303,7.686
6151.769,50.139,52.358,7.880
6153.184,48.503,51.532,8.129
6154.603,49.113,50.498,9.057
6156.019,48.299,48.894,9.655
6157.439,49.561,48.732,9.673
6158.855,49.363,48.937,8.935
6160.272,48.197,49.332,9.057
6161.693,49.703,50.963,9.969
6163.110,50.989,51.338,10.509
6164.531,50.791,51.265,9.979
6165.949,51.548,52.171,8.925
6167.371,51.376,52.849,7.502
6168.790,52.326,52.518,7.281
6170.209,51.341,52.375,8.084
6171.632,51.005,53.463,9.662
6173.052,51.513,53.283,9.488
6174.475,51.701,53.426,9.170
6175.896,53.262,53.929,7.896
6177.320,52.135,54.234,7.331
6178.741,53.080,54.212,7.632
6180.162,54.040,53.746,7.305
6181.588,52.813,54.254,7.003
6183.010,51.990,53.846,6.963
6184.435,52.465,53.470,7.232
6185.858,52.854,54.068,7.689
6187.285,52.520,54.460,7.388
6188.708,52.250,53.296,6.993
6190.132,53.126,53.638,7.344
6191.559,50.862,53.208,7.580
6192.983,51.573,53.030,7.905
6194.412,51.969,53.616,7.726
6195.837,51.514,53.751,7.816
6197.265,51.930,54.617,7.836
6198.691,51.724,54.630,7.406
6200.117,54.194,53.879,7.078
6201.547,54.224,54.233,7.284
6202.973,52.493,55.112,7.973
6204.404,52.462,54.286,8.888
6205.831,52.119,54.060,8.947
6207.262,52.108,54.675,7.873
6208.690,52.979,54.125,7.494
6210.122,52.527,53.575,7.290
6211.550,52.860,53.624,7.187
6212.979,52.582,53.362,7.276
6214.412,52.272,53.878,7.716
6215.842,52.004,53.716,7.800
6217.275,52.881,53.481,7.128
6218.705,53.987,54.134,6.960
6220.139,54.718,54.734,6.780
6221.570,53.574,53.862,8.058
6223.002,53.327,53.868,9.037
6224.437,53.469,53.433,9.290
6225.869,53.401,53.164,8.454
6227.304,54.321,53.268,7.299
6228.737,53.132,53.037,6.640
6230.173,52.309,52.248,6.624
6231.606,52.676,52.937,6.687
6233.040,51.447,53.003,7.458
6234.477,51.429,52.069,9.787
6235.911,49.357,51.522,15.325
6237.349,51.969,51.554,18.832
6238.784,50.610,51.246,19.820
6240.223,51.894,51.770,15.080
6241.659,53.418,52.147,11.453
6243.094,53.512,52.783,10.945
6244.534,51.749,52.870,10.194
6245.971,50.462,52.618,9.250
6247.411,52.263,53.246,8.659
6248.848,53.193,53.662,7.910
6250.289,53.931,54.498,7.749
6251.727,55.701,55.677,7.289
6253.165,57.438,57.614,6.732
6254.607,58.500,60.888,6.613
6256.046,58.983,64.185,7.140
6257.489,58.976,62.911,10.486
6258.928,57.748,60.719,16.006
6260.371,55.166,56.130,18.879
6261.812,53.115,52.919,15.367
6263.252,53.365,52.552,10.161
6264.696,50.795,51.695,8.808
6266.138,50.983,50.222,10.125
6267.583,50.422,48.175,10.505
6269.024,49.508,44.162,10.504
6270.470,47.941,40.090,8.699
6271.913,46.535,38.189,7.836
6273.355,46.159,38.623,7.451
6274.802,47.679,39.987,7.535
6276.246,48.064,41.831,8.086
6277.693,48.161,42.244,8.974
6279.137,49.467,43.338,9.365
6280.585,49.957,46.477,8.759
6282.030,50.355,49.777,7.861
6283.475,50.277,51.358,6.991
6284.924,52.100,51.772,6.507
6286.370,52.846,52.541,8.164
6287.819,53.238,52.994,12.101
6289.266,52.110,52.772,15.757
6290.716,52.309,52.937,16.018
6292.163,52.392,53.644,11.017
6293.611,51.101,52.743,7.969
6295.062,50.920,52.594,7.304
6296.510,50.447,52.623,7.721
6297.962,51.514,51.801,10.577
6299.411,53.027,50.956,24.448
6300.864,54.192,51.503,50.148
6302.313,51.979,52.983,68.174
6303.763,50.492,53.596,59.108
6305.217,53.433,53.234,29.594
6306.667,53.758,52.558,14.845
6308.122,53.649,52.136,17.654
6309.573,53.205,52.373,18.720
6311.028,51.674,52.134,14.292
6312.480,52.633,51.959,8.650
6313.932,51.970,52.087,6.750
6315.388,51.332,52.169,6.763
6316.841,50.436,52.031,6.884
6318.297,50.741,52.547,6.397
6319.751,50.808,52.562,6.648
6321.208,51.130,52.788,8.386
6322.662,52.229,53.103,9.820
6324.120,51.945,53.198,10.075
6325.575,51.996,53.175,8.951
6327.030,51.527,53.041,7.524
6328.489,50.567,53.096,7.946
6329.945,51.115,53.421,11.342
6331.405,51.310,53.180,15.645
6332.861,51.433,52.339,15.462
6334.322,51.750,52.140,11.512
6335.779,50.542,53.007,7.795
6337.236,51.582,52.806,6.345
6338.698,52.813,51.614,6.028
6340.156,51.287,52.120,6.613
6341.618,49.918,53.382,6.812
6343.077,50.754,52.115,6.561
6344.540,51.020,52.470,6.679
6345.999,50.086,52.657,7.179
6347.459,50.883,53.029,7.255
6348.923,52.319,53.357,8.082
6350.383,51.680,53.048,9.202
6351.848,51.422,52.630,8.882
6353.309,52.012,54.134,7.791
6354.774,51.299,53.501,7.389
6356.236,50.995,52.932,9.158
6357.698,52.073,53.629,11.946
6359.164,51.367,54.105,12.887
6360.627,50.321,52.620,10.440
6362.094,51.241,51.676,8.820
6363.557,49.497,52.485,13.446
6365.025,51.616,52.496,22.008
6366.489,50.013,52.165,24.198
6367.954,51.135,52.165,17.727
6369.422,50.468,51.923,9.425
6370.887,51.283,52.077,6.627
6372.357,48.621,51.158,6.615
6373.823,49.474,51.407,6.840
6375.292,50.166,52.281,6.627
6376.759,50.247,52.494,6.386
6378.226,50.864,52.136,6.688
6379.697,50.989,52.034,7.514
6381.164,51.115,52.664,8.158
6382.636,51.095,52.888,7.980
6384.104,50.170,52.506,7.502
6385.576,50.095,51.972,7.284
6387.045,50.937,51.786,8.444
6388.515,50.955,52.095,9.581
6389.988,50.947,51.628,9.459
6391.458,50.462,51.603,7.526
6392.932,50.312,51.888,6.275
6394.402,48.954,51.857,6.469
6395.877,50.469,51.208,6.287
6397.348,49.890,49.820,6.625
6398.820,48.991,50.768,6.421
6400.296,49.157,51.665,6.312
6401.768,49.750,51.121,6.418
6403.244,49.542,50.297,6.572
6404.717,50.381,50.920,6.832
6406.194,49.912,51.491,6.636
6407.668,49.410,51.755,6.437
6409.142,49.734,51.104,6.254
6410.620,49.800,50.888,6.031
6412.095,50.164,51.451,6.091
6413.573,50.136,51.509,6.264
6415.049,49.499,51.672,6.810
6416.528,49.583,51.813,7.025
6418.004,51.169,52.598,6.621
6419.481,50.958,53.086,6.512
6420.961,52.364,53.009,6.853
6422.438,52.069,53.193,7.290
6423.919,52.018,52.875,7.356
6425.397,51.744,53.855,6.550
6426.878,52.808,53.622,6.583
6428.357,51.247,52.763,6.573
6429.836,52.267,52.467,6.366
6431.319,51.421,52.407,6.228
6432.798,50.268,52.505,6.118
6434.281,50.854,53.355,6.021
6435.762,51.289,53.564,5.812
6437.246,51.408,53.293,5.916
6438.727,51.720,53.322,6.028
6440.211,51.844,53.722,5.907
6441.693,51.774,53.681,5.663
6443.175,51.362,52.895,5.814
6444.661,50.972,53.203,6.027
6446.143,50.373,53.727,6.175
6447.630,50.643,53.509,5.918
6449.113,50.441,53.132,5.952
6450.600,52.028,52.772,6.268
6452.084,51.141,52.914,6.501
6453.568,49.891,52.151,7.039
6455.056,50.796,51.824,6.613
6456.541,52.290,52.115,6.497
6458.030,50.085,51.546,6.696
6459.516,51.326,52.400,6.735
6461.006,51.367,53.064,7.123
6462.492,52.558,53.587,7.100
6463.979,53.120,53.956,7.973
6465.469,52.825,54.085,10.281
6466.957,52.598,54.155,12.674
6468.448,52.388,54.333,12.528
6469.936,51.853,53.788,11.029
6471.428,51.661,52.679,11.197
6472.917,51.383,51.650,12.013
6474.406,50.235,51.564,10.631
6475.899,52.556,52.383,7.952
6477.388,50.818,51.795,6.367
6478.882,50.692,52.171,7.225
6480.372,51.039,52.793,7.572
6481.867,50.195,52.553,7.191
6483.358,50.671,52.293,5.879
6484.849,51.029,53.042,5.850
6486.345,50.476,51.567,5.778
6487.837,51.347,52.573,5.413
6489.333,50.249,53.378,5.737
6490.826,51.023,53.354,5.934
6492.323,50.934,53.103,5.923
6493.816,50.846,52.663,6.073
6495.310,50.935,52.406,5.832
6496.808,49.511,51.334,6.419
6498.303,49.428,51.365,9.909
6499.801,49.651,51.655,15.284
6501.296,49.908,51.496,17.357
6502.796,50.871,51.964,13.603
6504.292,51.077,52.779,9.226
6505.788,51.946,52.501,8.480
6507.288,50.280,52.719,9.549
6508.785,50.852,53.415,8.512
6510.286,51.130,53.816,6.896
6511.784,50.018,53.617,5.951
6513.285,51.299,52.735,5.673
6514.784,50.696,51.628,6.567
6516.282,50.095,51.718,6.614
6517.785,49.744,51.437,6.376
6519.284,49.229,50.439,5.732
6520.788,50.268,50.860,5.718
6522.288,50.503,52.043,6.721
6523.792,51.501,52.255,7.830
6525.293,50.189,52.013,8.045
6526.794,49.693,52.372,7.452
6528.299,49.440,53.001,6.497
6529.801,49.447,52.687,5.958
6531.306,49.402,52.147,6.197
6532.809,48.853,49.630,8.789
6534.315,48.232,48.699,13.157
6535.819,48.235,49.448,14.663
6537.322,50.039,50.165,10.815
6538.830,50.776,50.134,6.846
6540.334,49.903,50.107,5.844
6541.842,52.155,52.053,5.897
6543.347,50.305,52.501,6.962
6544.856,49.479,51.853,8.990
6546.362,49.152,51.372,10.245
6547.867,49.880,50.675,8.673
6549.377,48.935,50.332,7.222
6550.884,49.828,50.741,5.698
6552.395,49.167,50.921,7.184
6553.902,49.468,50.663,11.690
6555.413,47.813,49.978,15.742
6556.921,48.346,49.130,14.908
6558.433,49.213,49.447,9.756
6559.942,45.328,47.684,6.568
6561.451,45.396,46.707,6.741
6562.964,45.586,47.250,10.706
6564.474,45.297,48.126,14.698
6565.988,45.626,48.475,14.100
6567.498,47.765,48.821,10.139
6569.013,49.659,48.400,7.701
6570.524,48.406,48.636,8.593
6572.036,47.573,49.227,8.589
6573.551,48.236,49.265,7.190
6575.063,49.055,49.020,5.982
6576.580,48.242,49.946,7.296
6578.092,50.336,50.049,11.421
6579.609,49.725,49.960,14.350
6581.123,48.539,50.174,12.554
6582.637,49.889,50.359,7.660
6584.155,48.058,50.281,6.279
6585.670,49.456,50.951,5.754
6587.188,48.363,49.584,5.924
6588.704,48.644,49.070,5.348
6590.223,47.219,49.012,5.493
6591.739,47.978,48.262,5.869
6593.255,48.666,47.970,5.725
6594.776,48.043,49.643,5.897
6596.293,48.643,49.864,6.647
6597.814,48.684,50.267,7.730
6599.332,49.426,50.958,8.025
6600.854,49.914,50.837,7.146
6602.372,49.270,49.764,6.439
6603.891,48.738,49.552,7.422
6605.414,49.299,49.880,9.397
6606.933,49.860,50.889,9.701
6608.457,50.013,51.253,8.265
6609.977,50.932,50.763,6.358
6611.502,50.912,50.681,5.968
6613.022,49.972,49.977,5.559
6614.544,49.111,50.127,5.744
6616.069,48.928,49.574,5.689
6617.591,48.680,48.925,5.448
6619.117,48.614,48.979,5.581
6620.640,47.839,49.022,5.637
6622.167,47.620,48.838,5.762
6623.690,48.263,50.409,5.818
6625.214,48.547,50.335,5.564
6626.742,48.346,49.825,5.628
6628.266,49.445,50.230,6.233
6629.794,49.048,49.973,6.947
6631.320,47.708,49.266,6.724
6632.849,49.411,49.147,6.120
6634.375,47.625,48.636,6.682
6635.901,46.956,48.259,7.258
6637.431,48.160,48.593,7.150
6638.958,48.806,49.099,6.403
6640.489,49.166,49.429,5.847
6642.017,47.687,49.284,5.768
6643.548,47.809,48.851,5.729
6645.077,48.627,48.271,5.550
6646.605,46.870,47.725,5.606
6648.138,46.870,47.453,5.687
6649.667,48.087,47.486,5.267
6651.201,48.268,48.586,5.531
6652.731,48.636,48.958,5.602
6654.265,49.315,48.989,5.467
6655.796,48.932,49.141,5.519
6657.327,48.468,48.532,5.644
6658.862,46.507,47.511,5.778
6660.394,48.031,48.052,5.858
6661.930,46.184,48.179,5.797
6663.462,48.107,47.412,6.106
6664.999,46.682,47.210,6.104
6666.532,47.827,48.727,5.999
6668.066,48.503,49.720,6.281
6669.604,48.650,49.995,6.388
6671.138,48.436,50.030,6.262
6672.676,49.325,49.802,5.724
6674.211,48.720,49.432,5.478
6675.750,49.338,49.518,5.649
6677.286,49.050,50.092,5.590
6678.826,49.086,49.696,5.458
6680.362,49.341,49.942,5.473
6681.899,49.405,50.295,5.762
6683.440,49.674,50.009,5.661
6684.977,49.021,49.410,5.697
6686.519,49.225,47.722,6.019
6688.057,49.540,46.925,5.972
6689.599,48.714,46.294,5.786
6691.138,49.066,46.099,5.720
6692.678,49.281,46.817,5.525
6694.221,50.186,47.984,5.518
6695.761,51.097,48.889,5.577
6697.305,50.674,49.552,5.716
6698.846,50.397,50.893,6.037
6700.390,49.898,51.512,5.890
6701.932,52.527,51.093,6.104
6703.474,53.798,51.878,6.020
6705.019,57.247,54.615,5.827
6706.562,59.880,59.351,6.284
6708.108,64.814,62.172,6.518
6709.652,64.362,61.780,6.667
6711.199,59.232,58.669,6.368
6712.743,56.297,54.214,5.750
6714.287,52.552,51.804,5.496
6715.835,52.293,50.758,5.534
6717.380,52.109,50.524,5.876
6718.929,51.139,50.723,5.693
6720.475,49.548,50.733,5.822
6722.025,49.829,50.306,5.634
6723.571,50.404,50.718,5.432
6725.118,50.960,48.782,5.604
6726.669,49.480,48.036,5.503
6728.216,48.568,48.557,5.564
6729.768,49.505,48.882,5.544
6731.316,48.667,49.067,5.756
6732.868,48.684,49.598,5.726
6734.417,51.906,50.633,5.511
6735.966,52.324,50.580,5.542
6737.519,50.339,50.710,5.630
