Wavelength,Flux,BestFit,SkyFlux
4615.301,53.020,49.476,5.912
4616.363,52.784,46.432,5.726
4617.428,55.305,45.536,5.378
4618.490,56.438,48.020,5.242
4619.552,59.415,58.030,5.903
4620.618,68.951,71.563,5.943
4621.681,82.064,79.173,5.505
4622.746,80.845,74.160,6.052
4623.810,71.645,60.463,6.223
4624.876,56.847,49.959,5.727
4625.940,50.897,44.027,5.775
4627.004,51.891,43.314,6.228
4628.071,51.033,45.131,6.708
4629.136,51.865,46.719,6.889
4630.203,50.587,48.716,6.298
4631.268,52.217,49.531,5.854
4632.336,53.036,48.279,5.848
4633.402,52.639,46.770,5.983
4634.468,50.368,46.633,6.035
4635.537,49.347,48.108,5.990
4636.603,52.742,50.204,5.836
4637.672,55.288,52.415,5.801
4638.739,56.472,54.356,5.827
4639.809,57.884,55.329,5.579
4640.876,55.858,54.616,5.786
4641.944,59.203,53.276,6.124
4643.014,59.950,54.278,6.513
4644.082,58.134,56.335,6.745
4645.153,62.317,57.368,6.213
4646.222,61.546,58.025,5.814
4647.293,64.026,58.122,5.706
4648.362,62.627,56.853,5.932
4649.432,57.794,54.839,6.269
4650.504,57.393,54.430,5.997
4651.574,55.866,54.208,6.242
4652.646,55.131,54.330,6.124
4653.717,55.679,54.307,6.104
4654.790,58.091,53.873,5.988
4655.861,54.539,54.053,6.461
4656.934,51.573,53.746,6.919
4658.006,53.692,52.983,6.692
4659.077,52.531,52.863,6.797
4660.152,54.391,54.161,7.538
4661.224,56.819,55.970,7.944
4662.299,53.586,56.080,7.583
4663.371,57.377,55.848,7.296
4664.446,52.476,55.921,7.657
4665.520,50.832,53.989,7.508
4666.593,51.040,50.960,7.560
4667.669,49.403,49.139,7.293
4668.743,49.808,48.415,6.844
4669.819,48.488,48.622,7.002
4670.894,51.129,50.346,7.714
4671.971,52.627,51.024,7.600
4673.046,53.388,51.200,7.664
4674.121,49.204,52.491,8.117
4675.198,49.713,53.571,8.284
4676.274,51.722,53.489,7.907
4677.352,52.417,53.697,7.313
4678.428,53.722,53.906,7.244
4679.507,52.585,53.535,7.052
4680.584,50.852,53.417,7.058
4681.660,51.202,54.830,7.298
4682.740,51.603,53.519,7.131
4683.817,53.638,53.204,7.374
4684.897,54.107,54.099,7.104
4685.975,51.857,54.091,6.266
4687.056,50.049,52.924,6.520
4688.134,48.232,53.540,7.208
4689.212,49.778,54.224,7.197
4690.294,49.126,54.113,6.769
4691.373,47.668,53.464,6.648
4692.454,49.254,52.899,6.601
4693.534,52.471,52.863,5.893
4694.616,55.895,53.686,5.598
4695.696,54.070,56.237,6.284
4696.777,55.769,55.810,6.455
4697.860,56.144,56.232,6.230
4698.940,52.491,56.398,6.168
4700.024,52.909,53.674,6.118
4701.105,53.267,51.787,5.774
4702.189,51.276,52.376,5.539
4703.271,51.389,50.936,5.893
4704.353,53.115,52.246,5.915
4705.438,56.104,54.913,5.497
4706.520,58.156,55.046,5.689
4707.606,55.157,54.960,6.837
4708.689,51.655,54.736,7.280
4709.774,57.678,54.352,6.536
4710.858,57.643,53.879,6.220
4711.942,57.945,52.880,6.799
4713.028,57.241,52.036,6.860
4714.112,53.655,53.411,6.639
4715.199,58.060,54.265,6.663
4716.284,55.923,53.544,6.772
4717.372,54.713,52.831,6.407
4718.457,55.799,52.985,5.926
4719.542,53.851,53.427,5.966
4720.631,53.280,53.115,6.618
4721.717,53.993,52.326,6.611
4722.805,55.388,51.805,6.096
4723.892,55.342,52.568,6.200
4724.981,55.145,54.196,6.513
4726.068,58.286,55.342,6.622
4727.155,58.893,55.434,6.404
4728.246,56.656,55.776,6.220
4729.333,56.020,54.576,6.287
4730.424,54.713,53.734,6.347
4731.512,55.525,52.935,6.576
4732.603,54.791,51.886,6.473
4733.692,56.082,53.331,5.654
4734.781,58.503,55.025,6.047
4735.873,56.331,55.980,7.085
4736.962,55.373,55.503,7.122
4738.054,56.820,54.831,6.660
4739.144,54.407,55.166,6.546
4740.237,56.478,55.379,7.486
4741.328,53.106,54.765,6.932
4742.421,53.788,52.757,6.307
4743.512,54.914,51.996,6.781
4744.603,51.219,53.097,7.214
4745.697,50.188,53.704,7.680
4746.789,51.008,51.959,7.232
4747.884,52.861,53.091,6.482
4748.976,53.444,52.185,6.269
4750.071,53.715,52.039,5.929
4751.164,52.799,53.169,5.758
4752.257,51.246,53.691,6.123
4753.353,52.698,53.782,6.424
4754.446,52.613,53.582,6.849
4755.543,52.847,53.264,7.026
4756.637,55.319,53.447,6.536
4757.734,52.705,52.895,5.864
4758.828,55.056,51.850,5.800
4759.923,54.488,53.774,5.957
4761.020,53.662,54.803,5.996
4762.116,56.682,55.721,5.516
4763.214,57.345,55.982,5.402
4764.310,57.292,56.223,5.406
4765.408,60.700,57.193,5.748
4766.504,57.999,57.681,6.376
4767.601,59.100,57.084,5.751
4768.700,56.461,54.143,5.277
4769.797,55.454,52.771,6.125
4770.897,53.289,51.966,6.020
4771.995,51.375,50.352,5.432
4773.095,53.206,52.090,5.474
4774.193,52.266,53.475,5.602
4775.292,55.135,55.417,5.756
4776.393,55.396,56.050,5.917
4777.492,56.379,56.336,6.106
4778.593,58.327,56.913,6.102
4779.693,56.985,54.685,6.342
4780.795,53.144,53.602,7.053
4781.895,53.446,54.162,6.970
4782.995,55.779,53.896,6.077
4784.098,53.476,54.154,5.501
4785.198,52.467,56.102,5.768
4786.302,54.283,55.871,6.279
4787.403,53.766,54.562,5.805
4788.507,54.864,54.736,5.701
4789.608,56.923,56.473,5.764
4790.710,57.899,57.588,5.318
4791.815,56.413,56.921,6.075
4792.917,60.937,56.292,6.613
4794.022,58.718,54.752,6.099
4795.125,57.532,56.574,6.765
4796.231,57.386,58.941,6.771
4797.334,58.035,59.142,6.174
4798.438,61.923,57.812,5.448
4799.545,57.449,57.497,6.230
4800.649,60.750,57.057,6.151
4801.756,60.015,57.985,5.690
4802.860,57.705,57.085,5.818
4803.968,57.168,55.865,6.054
4805.073,57.330,56.627,6.179
4806.178,56.856,56.035,6.037
4807.287,56.137,55.269,5.930
4808.393,55.993,55.992,6.176
4809.501,55.375,54.885,6.361
4810.608,55.053,53.296,6.380
4811.717,55.413,54.348,5.995
4812.824,54.963,55.740,6.014
4813.931,56.629,54.140,6.726
4815.041,58.170,54.971,6.496
4816.149,56.946,55.929,5.895
4817.260,56.392,55.197,6.950
4818.368,51.884,53.759,7.477
4819.479,53.215,53.069,7.192
4820.588,53.048,52.945,7.327
4821.697,50.678,51.679,6.590
4822.809,49.946,50.128,6.834
4823.918,49.881,50.195,6.807
4825.030,51.695,52.274,5.977
4826.140,51.243,53.492,6.532
4827.253,51.460,51.136,6.333
4828.364,54.302,50.653,6.526
4829.477,51.750,52.905,6.985
4830.588,51.356,55.164,6.467
4831.699,56.003,55.472,5.987
4832.814,55.719,55.376,6.412
4833.925,56.840,54.825,7.182
4835.040,57.057,54.028,7.019
4836.152,55.176,53.775,6.459
4837.268,54.628,53.731,6.106
4838.380,52.730,53.435,6.588
4839.493,54.820,53.715,6.981
4840.609,54.668,54.413,7.142
4841.723,53.897,54.318,7.111
4842.840,51.384,53.303,6.992
4843.954,50.996,52.118,7.073
4845.071,52.546,51.465,6.427
4846.185,52.194,51.540,5.755
4847.300,54.426,53.146,6.363
4848.418,54.789,53.288,6.803
4849.533,50.969,52.945,6.459
4850.652,51.797,52.644,6.058
4851.767,54.569,52.903,5.860
4852.886,54.595,55.076,6.498
4854.003,54.494,54.606,6.914
4855.119,57.166,54.527,5.583
4856.239,55.518,56.454,5.491
4857.356,55.025,57.848,6.135
4858.476,54.751,55.885,6.025
4859.594,56.544,52.768,5.294
4860.714,55.974,53.551,5.074
4861.833,54.918,54.111,5.828
4862.951,54.370,54.706,7.474
4864.072,58.263,55.412,6.661
4865.191,54.987,56.018,5.668
4866.313,55.817,57.146,6.373
4867.433,57.843,54.870,6.067
4868.555,56.664,53.590,5.862
4869.675,56.239,54.423,6.104
4870.796,55.655,55.177,6.246
4871.919,60.134,54.308,6.107
4873.039,56.984,53.917,5.920
4874.163,55.800,55.024,5.830
4875.284,56.797,55.398,5.921
4876.409,57.666,53.586,5.706
4877.531,57.026,51.981,5.473
4878.653,56.675,52.361,5.577
4879.778,54.133,51.659,5.983
4880.900,52.812,51.301,6.453
4882.026,54.935,52.402,6.902
4883.149,54.991,53.691,7.058
4884.275,53.764,54.493,6.641
4885.398,54.806,54.542,6.275
4886.522,54.850,53.496,6.309
4887.649,53.694,54.270,6.155
4888.774,55.116,53.033,5.615
4889.901,55.723,52.419,5.378
4891.026,52.854,53.057,5.858
4892.154,52.058,52.843,6.076
4893.279,55.447,51.746,6.386
4894.405,54.634,53.597,6.581
4895.533,54.292,53.715,6.422
4896.660,54.576,53.247,6.500
4897.789,52.730,53.123,6.594
4898.916,54.144,53.335,6.691
4900.045,53.734,54.792,6.349
4901.172,55.001,55.492,6.876
4902.300,54.696,54.637,6.410
4903.430,55.743,54.337,6.040
4904.558,56.126,55.246,6.196
4905.689,58.221,56.109,5.889
4906.818,57.108,55.950,6.341
4907.950,56.351,56.290,6.451
4909.079,58.487,55.951,6.187
4910.208,56.600,55.685,6.273
4911.340,56.561,55.079,6.338
4912.470,55.604,54.100,6.176
4913.603,56.818,54.784,5.947
4914.733,57.733,54.241,6.255
4915.867,57.672,55.384,6.783
4916.997,57.507,55.260,6.640
4918.131,56.794,54.284,6.133
4919.263,57.577,55.198,5.682
4920.394,57.029,56.809,5.499
4921.529,58.016,56.375,5.363
4922.661,57.811,56.154,5.587
4923.796,57.578,55.907,6.283
4924.929,60.005,55.630,6.789
4926.065,57.650,55.683,6.416
4927.198,57.003,55.427,6.347
4928.331,57.855,54.859,6.544
4929.468,55.458,55.082,6.051
4930.602,56.116,55.082,6.106
4931.739,55.084,54.990,6.407
4932.873,54.947,55.118,5.796
4934.011,58.612,54.339,5.559
4935.146,56.874,54.756,5.811
4936.281,54.649,54.285,5.943
4937.420,53.555,54.131,6.108
4938.556,55.709,53.939,5.959
4939.694,56.990,53.173,6.007
4940.831,55.404,53.933,6.094
4941.970,55.125,54.167,6.097
4943.107,54.734,55.128,6.544
4944.244,55.280,55.928,6.354
4945.384,55.028,55.455,5.838
4946.522,53.876,53.615,6.017
4947.663,54.434,51.623,5.873
4948.801,52.941,51.320,5.775
4949.942,51.291,51.327,7.441
4951.081,53.040,52.289,6.589
4952.220,51.527,53.625,6.603
4953.362,53.749,53.981,7.026
4954.501,55.373,53.718,6.959
4955.644,52.388,53.973,7.495
4956.784,56.073,53.663,6.085
4957.927,53.951,52.829,5.343
4959.067,55.285,53.455,5.757
4960.208,56.615,55.738,6.541
4961.352,56.193,55.596,6.717
4962.493,56.887,54.726,5.968
4963.638,56.510,55.513,6.434
4964.779,57.650,55.126,6.356
4965.924,54.132,53.831,6.301
4967.067,54.013,53.125,7.146
4968.209,52.938,51.147,7.530
4969.355,52.167,50.834,6.822
4970.498,52.461,50.251,6.594
4971.644,51.123,50.745,7.470
4972.788,50.617,51.910,8.348
4973.935,53.820,53.021,8.353
4975.079,53.456,55.478,8.220
4976.224,54.714,54.310,7.983
4977.371,54.314,54.834,8.397
4978.516,55.453,55.458,9.265
4979.664,54.803,55.381,10.392
4980.810,53.796,55.057,10.706
4981.958,54.482,53.372,10.781
4983.104,55.484,53.720,11.092
4984.251,56.099,53.787,10.299
4985.400,56.005,53.950,10.256
4986.547,58.725,55.181,10.667
4987.697,60.377,56.659,11.175
4988.844,60.994,56.143,10.757
4989.995,59.310,56.275,9.802
4991.143,55.310,56.282,9.131
4992.291,56.523,55.259,9.362
4993.442,54.333,54.713,9.763
4994.591,53.703,55.313,8.633
4995.743,53.180,54.275,8.028
4996.892,54.311,55.092,8.303
4998.044,55.790,54.590,7.311
4999.194,54.957,54.829,7.032
5000.344,55.430,55.332,6.517
5001.497,54.927,54.261,6.429
5002.648,53.116,53.364,6.308
5003.801,53.278,52.061,5.951
5004.952,52.457,52.231,6.585
5006.106,48.528,52.537,6.630
5007.258,52.305,52.066,6.640
5008.413,49.975,51.413,6.670
5009.565,51.907,51.655,6.097
5010.717,51.902,53.152,5.967
5011.873,51.472,51.758,6.172
5013.026,53.543,51.297,5.985
5014.182,54.996,52.592,5.049
5015.335,52.455,52.980,4.981
5016.492,52.082,52.403,5.778
5017.646,51.572,53.147,5.967
5018.800,52.006,53.391,5.853
5019.958,53.111,52.456,5.572
5021.112,51.229,52.448,5.856
5022.270,52.165,53.945,6.052
5023.426,53.547,53.238,5.847
5024.584,55.096,54.879,5.275
5025.740,56.944,54.727,5.489
5026.896,53.730,54.516,5.918
5028.055,54.279,54.777,5.600
5029.212,56.496,54.409,6.108
5030.372,54.588,54.409,6.133
5031.529,54.420,54.946,5.899
5032.689,53.211,54.142,6.200
5033.847,53.347,52.778,6.510
5035.005,53.523,51.657,5.940
5036.166,51.130,50.869,5.393
5037.325,49.585,50.649,5.579
5038.486,49.293,51.551,5.675
5039.645,51.484,52.807,6.078
5040.807,54.526,53.722,5.913
5041.967,53.660,53.750,4.851
5043.127,51.956,53.351,4.752
5044.290,52.524,54.052,5.536
5045.450,53.406,53.928,5.449
5046.614,52.609,52.342,5.599
5047.775,53.724,51.979,6.179
5048.939,54.012,52.841,5.989
5050.100,54.854,53.133,5.460
5051.262,53.478,53.218,5.444
5052.427,52.718,53.491,5.361
5053.589,53.137,55.316,5.138
5054.754,55.258,54.643,5.397
5055.917,52.244,52.649,5.972
5057.083,52.661,53.315,5.639
5058.247,53.231,54.578,5.465
5059.410,53.514,52.533,6.280
5060.577,50.493,52.713,6.236
5061.741,52.468,53.178,5.838
5062.908,54.912,52.052,6.093
5064.073,52.493,50.963,6.120
5065.241,52.408,52.273,6.083
5066.406,53.652,52.186,6.273
5067.572,53.848,52.630,5.861
5068.740,53.237,52.452,5.915
5069.906,52.447,51.327,6.393
5071.075,51.818,50.323,6.422
5072.242,51.594,49.818,6.205
5073.412,51.274,49.673,6.057
5074.579,48.314,49.381,5.778
5075.746,48.779,51.155,5.731
5076.917,51.126,52.805,5.808
5078.084,50.883,51.845,5.966
5079.255,52.550,52.406,5.892
5080.424,54.627,53.185,5.609
5081.595,53.907,52.901,6.264
5082.764,53.709,53.235,6.923
5083.934,54.313,54.290,7.021
5085.106,54.580,54.667,7.409
5086.276,53.830,54.253,7.481
5087.449,52.571,54.004,8.234
5088.619,54.749,54.618,7.893
5089.793,53.773,54.418,7.055
5090.964,51.303,53.090,6.948
5092.135,51.009,52.100,6.830
5093.309,53.562,52.474,6.353
5094.481,53.258,52.670,5.657
5095.655,51.492,51.998,5.823
5096.828,50.430,51.772,6.196
5098.003,52.447,52.970,6.350
5099.176,52.308,53.973,6.217
5100.352,53.388,51.627,5.856
5101.525,51.875,51.665,6.226
5102.699,51.709,53.483,6.976
5103.875,53.298,54.889,6.696
5105.049,55.789,54.982,6.225
5106.227,53.282,54.619,6.200
5107.401,53.659,54.843,5.976
5108.579,53.617,52.763,6.134
5109.754,55.144,52.767,6.025
5110.930,55.546,52.997,5.521
5112.108,52.504,52.340,5.730
5113.284,53.172,51.997,5.869
5114.463,55.908,52.302,5.764
5115.640,53.611,52.285,6.251
5116.820,52.822,52.254,6.364
5117.997,51.756,51.016,6.259
5119.174,52.307,49.958,5.960
5120.355,51.587,51.291,5.871
5121.533,53.588,53.028,5.399
5122.714,55.661,51.098,5.243
5123.892,56.184,51.305,5.426
5125.074,54.733,52.835,5.233
5126.253,55.355,53.013,5.867
5127.432,54.555,52.128,5.494
5128.614,54.471,53.531,5.288
5129.794,55.647,54.012,5.855
5130.977,56.281,54.398,5.946
5132.157,54.306,54.558,6.595
5133.341,54.446,53.393,6.402
5134.522,54.082,51.554,6.496
5135.703,54.475,52.091,6.775
5136.887,52.955,50.624,6.189
5138.069,52.295,50.427,5.777
5139.254,52.765,50.612,5.421
5140.436,55.661,51.495,4.870
5141.621,55.546,53.102,5.287
5142.804,55.848,51.774,6.120
5143.987,55.322,51.523,6.191
5145.174,55.105,49.659,6.537
5146.357,52.767,48.733,6.491
5147.544,51.574,49.846,6.709
5148.728,53.406,51.463,6.782
5149.915,53.472,52.477,6.558
5151.100,53.231,51.571,7.215
5152.285,56.401,49.877,6.781
5153.473,52.412,49.799,7.484
5154.659,53.786,50.340,7.960
5155.847,52.260,49.957,7.950
5157.034,54.714,50.919,7.366
5158.223,53.421,50.461,7.057
5159.409,53.358,50.178,6.845
5160.596,53.331,49.734,6.658
5161.786,53.891,49.236,6.410
5162.974,54.299,49.013,6.254
5164.164,53.618,48.100,6.005
5165.352,55.094,47.591,5.555
5166.544,55.171,46.809,5.335
5167.732,53.953,46.036,5.050
5168.921,55.438,44.663,4.636
5170.113,58.293,43.265,4.881
5171.302,57.764,45.661,5.257
5172.495,62.306,50.931,5.301
5173.685,73.451,74.820,5.293
5174.878,94.633,112.719,4.969
5176.068,120.201,141.716,4.784
5177.259,130.628,138.338,5.653
5178.453,112.691,103.315,6.261
5179.644,81.591,66.820,5.618
5180.838,56.017,49.063,5.241
5182.030,52.227,44.154,4.943
5183.225,51.153,42.946,4.700
5184.418,49.751,42.834,4.690
5185.610,50.198,44.768,4.409
5186.806,51.425,42.974,4.550
5187.999,49.991,43.467,5.986
5189.196,51.193,44.966,7.052
5190.389,50.898,45.715,6.832
5191.586,51.617,46.196,6.464
5192.781,54.777,46.872,5.950
5193.978,51.452,47.675,5.636
5195.173,52.040,49.029,5.730
5196.368,54.158,49.760,6.163
5197.566,53.413,49.418,6.628
5198.762,54.951,48.652,7.047
5199.961,53.950,48.084,7.584
5201.157,50.622,47.771,7.648
5202.357,51.617,47.151,7.066
5203.553,51.050,46.928,7.126
5204.750,51.227,46.675,6.937
5205.951,52.800,46.345,6.265
5207.148,50.590,47.832,5.977
5208.349,49.363,46.661,5.818
5209.547,51.395,47.065,5.902
5210.748,51.430,48.837,5.965
5211.947,54.850,50.872,6.196
5213.146,56.789,52.521,6.164
5214.348,56.498,52.746,5.531
5215.548,54.963,52.952,5.731
5216.751,54.124,51.478,5.911
5217.951,52.604,50.801,5.969
5219.154,51.952,51.289,6.663
5220.355,53.796,51.468,6.774
5221.556,54.059,51.978,6.328
5222.760,54.766,51.695,6.344
5223.961,53.991,52.269,6.682
5225.166,54.955,52.406,6.668
5226.368,52.437,51.356,6.589
5227.573,52.038,49.982,6.227
5228.776,53.013,49.412,5.838
5229.978,50.725,50.034,5.841
5231.184,53.070,51.514,5.819
5232.388,53.616,52.189,6.848
5233.594,50.957,52.425,7.145
5234.798,52.302,52.838,5.743
5236.006,51.385,51.326,5.384
5237.210,50.838,50.061,5.647
5238.415,48.242,47.165,6.663
5239.623,49.274,45.692,7.370
5240.828,47.937,46.277,7.189
5242.037,49.962,47.151,6.648
5243.243,50.430,48.380,6.039
5244.452,49.324,47.414,5.926
5245.658,52.718,50.159,5.892
5246.865,53.155,53.359,5.900
5248.075,53.094,54.659,6.494
5249.282,56.935,54.792,5.749
5250.493,53.024,53.554,6.174
5251.701,55.595,52.800,6.366
5252.912,54.392,51.115,6.011
5254.120,51.381,49.831,6.049
5255.329,52.662,49.777,6.162
5256.541,52.849,49.886,6.555
5257.750,51.767,48.688,7.579
5258.962,52.990,48.014,7.867
5260.172,51.734,50.248,7.261
5261.385,50.520,51.546,7.032
5262.595,54.903,51.887,5.843
5263.806,56.614,53.658,5.485
5265.020,56.456,54.284,5.076
5266.231,55.535,54.157,4.667
5267.446,59.646,53.899,4.786
5268.657,57.123,54.293,4.627
5269.872,58.849,54.395,4.505
5271.085,58.750,53.727,4.926
5272.297,63.104,54.796,5.525
5273.513,64.383,54.884,5.790
5274.726,68.359,54.389,5.993
5275.942,78.503,55.338,6.104
5277.156,90.685,58.314,6.546
5278.373,100.677,62.498,7.287
5279.587,101.149,66.965,6.549
5280.805,100.079,69.218,6.022
5282.020,88.204,66.896,6.168
5283.235,74.535,61.460,6.305
5284.453,63.433,56.549,5.801
5285.669,57.250,54.262,5.523
5286.888,56.562,52.247,5.697
5288.104,54.954,50.631,5.913
5289.323,52.362,50.692,6.055
5290.540,49.820,51.233,6.299
5291.757,51.904,51.148,6.069
5292.977,53.972,50.803,5.703
5294.195,53.642,51.374,5.883
5295.416,54.985,51.710,5.899
5296.634,53.246,52.367,6.088
5297.856,53.346,52.503,6.307
5299.074,52.682,51.826,6.583
5300.293,52.901,50.947,6.769
5301.516,53.094,50.144,6.868
5302.735,52.840,48.985,6.480
5303.958,51.588,48.240,6.455
5305.178,50.402,47.665,6.786
5306.402,50.798,47.606,6.718
5307.622,49.443,48.326,6.693
5308.843,52.042,48.802,6.430
5310.067,54.384,51.070,6.046
5311.289,54.600,51.568,6.347
5312.514,55.719,52.172,6.666
5313.736,55.045,51.900,7.013
5314.961,57.032,49.475,7.316
5316.184,59.344,50.477,6.775
5317.407,61.780,51.572,6.189
5318.633,61.540,51.663,6.317
5319.857,65.857,52.649,6.184
5321.083,70.591,53.631,6.108
5322.308,73.079,52.592,6.681
5323.535,74.685,51.846,6.775
5324.760,86.569,53.046,6.760
5325.985,102.057,55.508,6.479
5327.213,132.736,61.137,6.037
5328.438,172.642,72.053,6.095
5329.667,203.504,87.424,5.775
5330.893,211.836,100.521,5.956
5332.122,190.722,100.754,6.721
5333.349,145.276,87.368,6.711
5334.576,99.754,70.339,6.113
5335.806,74.209,58.335,6.615
5337.033,64.462,53.053,6.926
5338.264,58.385,49.972,6.479
5339.492,53.716,48.732,6.127
5340.724,53.873,48.770,6.309
5341.952,50.643,49.064,6.231
5343.181,50.735,48.624,6.274
5344.413,48.975,47.766,6.622
5345.643,48.933,48.624,6.698
5346.875,49.332,49.845,6.453
5348.105,50.126,50.140,6.292
5349.339,50.986,50.442,6.735
5350.569,50.138,50.645,7.369
5351.800,49.687,50.097,7.230
5353.034,50.864,50.155,6.631
5354.266,51.180,50.891,6.066
5355.500,50.469,51.112,6.681
5356.732,49.475,50.844,7.292
5357.968,51.507,50.510,7.201
5359.200,51.197,51.137,6.894
5360.433,51.857,53.636,6.373
5361.669,51.609,52.124,6.130
5362.903,50.537,50.193,6.049
5364.139,48.719,48.703,6.192
5365.373,48.776,47.343,5.757
5366.611,46.485,46.864,6.025
5367.845,45.795,48.183,6.739
5369.080,47.773,46.662,6.236
5370.318,49.660,48.603,6.012
5371.554,49.871,51.493,6.267
5372.792,51.313,52.300,6.223
5374.028,50.380,51.726,6.478
5375.268,51.495,51.483,6.352
5376.504,50.070,49.460,6.915
5377.744,46.988,48.883,7.089
5378.981,51.333,49.495,6.171
5380.218,51.188,50.122,6.574
5381.459,50.163,50.377,6.354
5382.697,50.996,50.449,6.276
5383.938,52.516,50.996,6.092
5385.177,51.851,52.455,5.996
5386.419,52.345,52.578,5.773
5387.658,52.370,52.558,5.890
5388.897,52.320,54.362,6.232
5390.140,50.856,54.043,6.487
5391.380,49.415,52.076,6.522
5392.623,50.435,50.915,6.412
5393.864,49.156,50.533,6.598
5395.108,49.827,50.318,6.526
5396.349,48.922,50.373,6.091
5397.590,49.448,51.125,6.202
5398.835,48.732,51.065,6.730
5400.077,49.577,50.718,6.358
5401.322,50.553,50.323,6.157
5402.565,49.489,50.671,6.239
5403.810,47.199,51.571,5.896
5405.054,50.057,50.695,5.546
5406.297,49.346,52.359,5.673
5407.544,47.954,49.616,5.327
5408.788,49.421,47.105,5.018
5410.035,49.493,47.549,5.573
5411.280,47.842,48.064,5.994
5412.527,48.542,47.837,5.984
5413.773,48.766,50.757,6.223
5415.018,48.900,51.571,6.682
5416.267,47.334,51.664,6.584
5417.513,48.502,52.405,6.957
5418.762,50.298,52.204,6.552
5420.008,53.178,50.221,5.877
5421.258,50.560,51.598,6.352
5422.505,50.454,53.485,6.132
5423.753,49.493,53.150,6.365
5425.004,49.019,51.736,6.731
5426.252,48.745,51.369,6.735
5427.503,49.439,50.099,6.638
5428.752,47.453,47.746,6.773
5430.003,46.144,47.868,6.359
5431.253,47.594,49.296,5.884
5432.502,48.546,50.218,6.326
5433.755,47.694,50.282,6.581
5435.005,49.169,49.905,6.734
5436.258,48.956,49.656,6.668
5437.509,47.383,49.565,6.943
5438.763,49.684,49.235,6.659
5440.014,48.909,49.126,6.104
5441.265,47.672,49.810,6.589
5442.520,48.939,50.472,6.912
5443.772,50.104,51.678,6.729
5445.027,49.433,51.959,6.596
5446.280,48.062,51.106,6.688
5447.536,49.649,51.095,6.812
5448.789,50.560,52.918,5.959
5450.043,52.053,53.103,6.510
5451.299,49.370,52.687,7.214
5452.553,51.721,51.152,6.861
5453.811,48.617,50.576,6.774
5455.065,50.243,50.195,6.084
5456.323,47.917,48.171,6.700
5457.578,47.751,47.540,7.041
5458.834,47.123,48.330,7.564
5460.093,47.351,48.276,11.510
5461.349,46.706,48.266,24.205
5462.608,49.956,48.879,34.467
5463.865,46.357,49.668,30.909
5465.125,50.551,50.688,16.255
5466.382,49.594,50.154,10.592
5467.640,49.790,49.758,8.135
5468.900,49.805,49.452,7.369
5470.159,48.969,49.105,6.952
5471.420,47.092,48.889,7.412
5472.679,49.833,48.566,6.888
5473.941,49.644,49.885,6.907
5475.200,47.992,48.683,7.230
5476.463,49.110,47.801,7.026
5477.722,47.997,48.903,6.971
5478.982,46.010,49.912,7.197
5480.246,49.076,49.359,7.051
5481.507,49.336,48.744,6.761
5482.771,48.124,48.579,7.084
5484.032,47.605,48.619,8.094
5485.297,48.973,48.460,7.954
5486.558,45.873,48.091,7.853
5487.821,48.969,48.210,7.532
5489.086,48.844,49.000,7.142
5490.349,52.215,50.751,6.800
5491.615,50.450,51.909,6.945
5492.878,53.682,52.216,6.549
5494.145,50.287,52.460,6.364
5495.409,50.333,51.957,7.435
5496.673,52.310,50.942,7.004
5497.941,49.630,49.354,6.745
5499.205,48.823,47.795,6.827
5500.473,45.073,45.922,7.467
5501.739,43.480,43.222,7.629
5503.008,42.661,41.300,7.279
5504.274,42.665,41.587,7.188
5505.540,42.787,43.027,7.056
5506.809,43.729,43.340,6.582
5508.076,46.465,43.021,6.888
5509.346,45.284,44.429,7.212
5510.614,46.835,47.305,6.422
5511.884,48.417,49.154,6.780
5513.152,46.021,50.543,7.604
5514.421,48.549,51.386,7.196
5515.692,47.921,50.739,7.858
5516.961,47.182,48.450,8.037
5518.233,46.304,46.167,7.320
5519.503,46.794,42.033,7.570
5520.776,45.005,43.161,7.484
5522.046,45.702,47.236,7.432
5523.316,46.702,48.717,8.286
5524.590,47.539,47.267,7.397
5525.861,49.418,49.545,7.215
5527.135,50.904,47.749,7.212
5528.406,48.883,46.964,7.606
5529.681,49.896,48.010,7.185
5530.953,49.125,48.442,6.780
5532.226,48.803,48.290,7.529
5533.501,51.532,52.577,7.619
5534.774,52.553,55.513,7.583
5536.051,54.102,56.353,7.753
5537.324,57.311,56.031,7.344
5538.601,56.023,54.330,7.434
5539.875,53.245,50.908,6.947
5541.150,49.070,48.110,6.929
5542.428,48.199,47.937,7.446
5543.703,45.181,46.052,8.031
5544.981,46.030,45.178,8.386
5546.257,46.443,46.575,8.831
5547.536,45.775,47.973,8.822
5548.812,47.596,48.807,7.559
5550.088,49.698,49.526,7.709
5551.368,49.203,48.683,7.646
5552.645,49.446,49.586,7.762
5553.926,49.029,50.567,7.180
5555.203,49.375,48.609,7.272
5556.484,49.853,49.917,7.752
5557.763,49.617,49.637,8.290
5559.041,51.691,50.510,7.570
5560.323,48.815,50.668,7.510
5561.602,49.593,49.393,7.078
5562.885,50.039,48.108,6.602
5564.164,47.955,46.178,8.061
5565.447,46.192,44.867,9.207
5566.728,47.343,45.830,8.703
5568.008,46.506,47.124,7.141
5569.292,46.434,48.252,6.959
5570.574,47.886,50.042,6.759
5571.858,51.506,50.449,7.124
5573.140,49.910,48.225,6.321
5574.425,48.427,48.404,6.544
5575.707,46.924,50.308,9.376
