Wavelength,Flux,BestFit,SkyFlux
5559.041,39.756,39.869,10.026
5560.323,41.223,39.769,9.727
5561.602,40.136,41.098,9.388
5562.885,39.108,40.644,9.513
5564.164,41.143,40.169,11.390
5565.447,39.611,40.289,13.787
5566.728,39.350,40.675,12.558
5568.008,39.535,41.199,10.030
5569.292,40.556,40.489,10.083
5570.574,40.034,42.012,10.650
5571.858,38.438,39.983,10.560
5573.140,38.926,37.238,10.051
5574.425,36.946,37.825,12.554
5575.707,42.387,38.510,60.159
5576.993,44.939,37.960,513.434
5578.276,38.901,40.334,1221.424
5579.559,25.469,41.439,1103.162
5580.846,47.288,41.142,352.843
5582.130,41.772,41.160,28.303
5583.417,38.779,40.612,11.003
5584.702,40.394,39.399,10.281
5585.989,42.678,40.396,9.648
5587.275,39.354,42.128,9.979
5588.560,40.751,42.407,10.751
5589.849,41.445,41.462,12.132
5591.135,43.004,41.423,12.240
5592.424,39.171,40.400,10.969
5593.710,38.455,37.877,9.787
5595.000,37.800,37.537,9.650
5596.287,39.911,39.264,9.789
5597.575,40.193,40.514,10.072
5598.866,41.193,40.295,10.486
5600.154,40.299,40.570,11.006
5601.445,40.193,39.446,10.564
5602.734,39.208,38.851,10.063
5604.026,40.119,39.268,10.122
5605.315,39.913,39.491,12.122
5606.604,40.176,38.961,13.847
5607.897,40.376,39.940,12.519
5609.187,39.688,41.599,10.656
5610.481,40.755,42.087,10.031
5611.771,39.084,40.812,10.423
5613.065,42.013,39.923,10.658
5614.357,38.857,42.199,10.476
5615.648,40.856,43.183,10.543
5616.943,41.706,42.166,10.469
5618.235,40.642,40.952,10.566
5619.531,39.924,40.727,10.999
5620.824,38.110,40.291,10.497
5622.120,38.274,37.917,10.111
5623.413,37.226,38.010,11.394
5624.707,38.444,38.179,12.668
5626.004,39.548,38.252,12.359
5627.298,39.371,38.448,10.731
5628.596,39.360,38.693,10.274
5629.891,39.360,39.012,10.072
5631.189,38.923,39.853,10.713
5632.484,40.654,39.822,10.576
5633.780,40.406,39.624,10.283
5635.079,39.855,39.497,10.342
5636.376,37.504,39.132,10.396
5637.675,39.130,38.542,10.248
5638.972,38.872,38.420,10.329
5640.273,37.868,39.492,11.041
5641.570,39.077,38.568,10.215
5642.868,39.758,37.979,10.459
5644.169,39.994,39.576,10.573
5645.468,38.398,39.758,11.159
5646.769,37.996,38.910,12.409
5648.069,37.962,38.917,12.259
5649.371,38.292,39.275,11.099
5650.671,37.187,39.115,11.134
5651.971,39.433,38.684,11.094
5653.274,38.925,38.739,11.440
5654.574,38.149,37.619,11.092
5655.878,40.069,38.946,10.608
5657.179,40.666,40.559,11.513
5658.484,39.536,41.522,12.082
5659.786,41.329,42.072,11.596
5661.088,41.747,41.888,11.650
5662.393,43.171,41.470,11.631
5663.696,40.575,40.430,11.909
5665.002,38.299,39.486,12.730
5666.305,36.968,38.460,13.282
5667.612,35.018,36.505,13.638
5668.916,34.318,33.555,14.227
5670.220,33.563,31.868,15.224
5671.527,31.816,32.529,17.508
5672.832,34.136,33.756,19.193
5674.140,33.222,34.020,19.010
5675.445,32.926,33.708,17.331
5676.754,34.259,34.798,16.865
5678.060,35.724,37.374,16.800
5679.369,41.231,39.247,16.676
5680.676,37.509,40.052,17.510
5681.983,40.318,40.791,21.358
5683.293,38.793,40.903,26.610
5684.600,37.072,38.515,29.427
5685.911,34.572,37.114,31.465
5687.219,35.858,32.740,32.856
5688.531,34.730,33.298,36.296
5689.839,34.626,37.390,38.084
5691.148,36.681,38.858,36.260
5692.461,36.319,37.630,33.302
5693.770,38.422,38.943,29.015
5695.083,38.482,38.007,25.769
5696.393,37.574,37.257,22.286
5697.707,39.197,37.658,20.458
5699.018,38.321,38.137,18.841
5700.329,41.077,38.799,17.239
5701.643,41.228,42.183,16.929
5702.955,45.553,45.391,17.606
5704.270,47.736,45.899,15.692
5705.582,48.053,45.333,15.030
5706.898,46.456,44.630,14.487
5708.211,43.754,41.477,13.942
5709.524,41.130,38.401,13.771
5710.841,39.566,37.665,13.457
5712.154,36.470,36.595,14.367
5713.472,37.753,35.829,14.733
5714.786,34.987,36.921,14.131
5716.104,37.294,38.364,13.191
5717.419,39.398,38.429,12.718
5718.734,40.478,39.120,13.251
5720.053,38.017,39.356,13.254
5721.369,41.792,39.662,12.271
5722.688,38.604,40.051,12.576
5724.004,41.306,38.989,11.877
5725.324,37.881,39.837,12.487
5726.642,38.945,39.452,12.714
5727.959,40.960,40.215,12.243
5729.280,40.099,41.051,12.126
5730.598,41.978,40.030,11.721
5731.919,37.722,38.507,11.327
5733.238,37.878,37.093,11.865
5734.560,38.368,35.679,11.847
5735.879,39.502,36.023,11.570
5737.199,38.213,37.542,11.025
5738.522,38.291,38.950,11.107
5739.842,36.800,40.363,11.445
5741.165,39.416,41.065,11.437
5742.486,38.044,39.253,11.269
5743.810,40.520,38.605,11.642
5745.132,39.494,39.811,12.064
5746.453,38.627,41.153,11.893
5747.779,42.399,41.513,11.680
5749.101,42.019,40.578,11.745
5750.427,41.496,41.311,11.480
5751.749,37.390,41.568,11.922
5753.076,40.430,41.035,11.984
5754.399,43.390,40.732,11.878
5755.723,38.757,40.446,12.402
5757.050,40.334,39.547,11.825
5758.375,40.431,39.211,12.041
5759.703,38.225,38.713,12.525
5761.028,37.941,37.972,13.239
5762.356,40.651,38.092,13.417
5763.682,41.341,39.733,13.314
5765.008,39.226,40.039,13.995
5766.337,40.804,40.120,15.875
5767.664,40.095,40.419,19.611
5768.994,41.807,41.591,27.600
5770.321,41.920,42.982,35.617
5771.651,39.049,42.297,34.199
5772.979,39.068,40.497,24.726
5774.307,39.747,38.123,18.067
5775.639,38.666,36.835,15.403
5776.967,34.009,36.049,14.242
5778.300,34.872,35.477,14.318
5779.629,36.593,36.451,13.744
5780.962,35.726,36.088,13.087
5782.291,37.281,35.144,13.430
5783.625,36.576,36.560,13.964
5784.955,39.939,38.888,14.465
5786.286,39.197,39.245,15.168
5787.621,38.104,38.378,16.568
5788.952,38.471,40.255,20.789
5790.287,39.999,40.960,28.814
5791.619,39.737,40.550,35.648
5792.954,40.368,40.409,33.631
5794.287,39.899,40.360,24.313
5795.620,39.856,39.050,18.630
5796.957,39.119,39.191,17.118
5798.290,41.215,39.889,15.637
5799.627,41.681,41.000,14.508
5800.961,40.813,41.951,14.889
5802.299,42.743,42.339,14.953
5803.634,43.829,42.669,14.548
5804.969,42.494,43.051,15.451
5806.308,44.280,43.530,15.072
5807.643,41.818,42.962,14.978
5808.983,42.046,41.322,15.540
5810.319,39.532,39.713,15.510
5811.659,40.659,39.101,14.923
5812.996,39.491,38.644,14.576
5814.333,41.392,38.755,14.676
5815.674,41.087,40.119,15.110
5817.012,41.205,40.814,15.246
5818.353,42.925,40.510,15.180
5819.692,42.886,42.305,15.483
5821.034,44.268,43.312,15.793
5822.373,44.977,42.585,15.640
5823.712,41.926,42.484,16.076
5825.055,46.210,43.000,16.373
5826.395,42.092,43.196,16.672
5827.739,43.360,43.573,15.686
5829.079,45.613,43.661,15.737
5830.424,40.477,42.732,16.528
5831.765,39.949,41.987,16.556
5833.106,39.082,41.758,16.964
5834.451,39.729,41.923,17.028
5835.794,42.106,42.594,17.016
5837.139,44.890,42.427,16.994
5838.482,39.690,41.242,17.440
5839.829,41.417,41.404,17.143
5841.172,42.171,40.911,17.427
5842.516,39.433,39.044,17.495
5843.863,37.364,39.429,18.138
5845.207,37.363,36.881,18.055
5846.555,36.177,36.269,18.110
5847.900,39.164,38.415,17.802
5849.249,39.926,40.393,18.421
5850.594,42.160,40.803,18.406
5851.940,41.295,41.813,17.849
5853.290,40.450,41.829,17.765
5854.636,43.688,42.157,18.081
5855.986,41.405,41.427,18.611
5857.334,38.433,40.743,17.761
5858.684,42.812,40.864,17.564
5860.032,39.903,39.893,17.774
5861.380,38.103,40.178,17.232
5862.732,39.104,41.398,17.331
5864.080,40.382,41.890,17.414
5865.433,41.188,41.127,19.766
5866.782,40.227,39.959,23.709
5868.135,38.621,39.880,26.155
5869.485,39.508,41.388,25.502
5870.835,42.041,41.689,21.134
5872.189,39.966,41.185,17.357
5873.540,42.102,42.390,15.976
5874.894,45.171,45.032,16.068
5876.246,41.956,44.836,15.047
5877.601,43.192,43.719,13.376
5878.953,43.639,44.321,12.485
5880.305,42.404,44.521,11.977
5881.661,40.018,43.553,11.581
5883.014,41.172,42.357,11.561
5884.371,41.708,41.660,12.202
5885.725,39.525,41.330,13.975
5887.082,39.875,40.850,18.827
5888.436,40.794,40.964,37.666
5889.794,37.367,41.273,102.156
5891.149,30.328,40.559,175.209
5892.504,32.572,38.805,149.127
5893.863,37.506,39.113,62.405
5895.219,39.537,40.759,61.530
5896.578,37.417,41.869,143.321
5897.935,34.931,42.228,151.862
5899.295,38.567,42.869,75.777
5900.652,41.408,43.973,23.440
5902.010,41.487,42.810,14.777
5903.371,41.152,42.055,14.922
5904.729,39.892,41.780,15.590
5906.090,40.818,41.663,15.798
5907.449,40.643,41.878,16.500
5908.811,41.716,42.725,16.543
5910.170,43.876,43.695,14.989
5911.530,42.895,41.502,14.215
5912.893,42.291,39.873,14.643
5914.254,39.063,40.549,17.168
5915.617,40.454,41.521,20.552
5916.978,41.356,40.649,23.396
5918.343,39.302,41.653,21.427
5919.704,39.912,41.564,16.471
5921.066,41.327,40.615,15.682
5922.431,39.345,40.388,16.052
5923.794,40.428,41.112,16.989
5925.160,38.401,41.162,18.704
5926.523,39.892,41.084,20.773
5927.890,41.003,40.545,19.862
5929.253,40.650,39.439,18.894
5930.617,39.325,38.448,18.841
5931.985,40.626,38.597,21.210
5933.350,39.506,39.784,26.130
5934.718,39.352,39.043,28.493
5936.083,40.568,39.574,24.608
5937.452,41.219,40.449,20.393
5938.818,41.053,40.413,19.365
5940.184,40.727,40.402,19.057
5941.554,41.712,42.131,18.554
5942.921,42.186,41.809,17.489
5944.291,40.202,41.513,18.119
5945.659,43.321,41.793,19.686
5947.030,41.215,42.430,20.851
5948.398,40.626,42.748,20.223
5949.766,41.173,42.131,18.988
5951.138,41.229,42.218,18.438
5952.507,41.260,41.848,20.709
5953.880,41.523,42.394,24.909
5955.249,42.296,42.038,27.302
5956.623,42.604,39.817,23.325
5957.993,41.045,39.495,19.102
5959.364,39.153,40.727,17.483
5960.738,39.927,40.589,17.828
5962.109,39.526,39.820,18.617
5963.484,40.691,39.350,18.197
5964.856,40.495,39.800,18.111
5966.231,41.880,41.599,18.321
5967.604,42.381,42.827,17.668
5968.977,43.510,42.983,17.396
5970.353,43.107,43.468,18.330
5971.727,44.895,43.919,19.467
5973.104,41.938,42.817,19.399
5974.478,40.314,40.158,18.296
5975.856,41.069,39.305,18.444
5977.230,39.501,39.645,20.226
5978.605,40.695,40.855,21.127
5979.984,40.279,41.912,19.560
5981.360,41.476,41.870,17.233
5982.739,39.801,41.004,15.996
5984.115,41.735,39.963,16.302
5985.495,39.890,40.210,16.712
5986.872,39.452,40.622,16.614
5988.249,40.208,41.132,16.407
5989.630,40.150,41.938,16.446
5991.008,40.833,42.017,16.276
5992.390,40.923,41.563,15.881
5993.768,41.492,40.551,15.735
5995.150,41.452,40.872,15.958
5996.530,40.086,42.051,15.956
5997.912,40.453,42.351,15.864
5999.292,41.856,41.723,16.284
6000.672,40.281,42.022,16.185
6002.056,41.634,42.150,15.822
6003.437,40.597,41.534,16.195
6004.821,41.112,41.165,17.682
6006.203,38.439,41.113,17.547
6007.588,40.102,39.666,15.659
6008.970,38.523,39.361,14.464
6010.352,37.756,40.016,15.053
6011.738,38.942,40.063,15.239
6013.121,39.899,40.357,14.712
6014.508,38.795,40.978,14.374
6015.891,38.182,39.794,14.301
6017.278,40.419,41.455,14.266
6018.663,42.288,41.619,14.335
6020.047,40.729,41.373,13.831
6021.436,40.002,41.461,14.047
6022.821,40.318,41.438,14.373
6024.210,39.085,41.529,13.957
6025.595,39.368,42.412,13.673
6026.985,40.379,42.717,13.945
6028.371,39.974,42.484,13.324
6029.758,39.485,42.139,13.654
6031.149,39.205,42.100,14.696
6032.536,39.883,42.474,14.427
6033.927,40.300,42.008,14.526
6035.315,40.038,41.267,15.742
6036.707,40.108,41.224,15.239
6038.096,40.381,41.559,13.475
6039.485,41.631,40.990,12.638
6040.878,42.325,39.455,13.506
6042.267,39.913,40.952,13.247
6043.661,39.585,41.034,13.328
6045.051,40.883,40.262,13.063
6046.445,38.488,40.086,13.104
6047.836,40.726,40.807,12.967
6049.227,40.257,41.534,13.151
6050.622,40.075,40.974,13.082
6052.014,41.447,41.557,12.983
6053.410,43.053,41.958,12.639
6054.802,42.666,42.345,12.956
6056.198,42.101,43.182,12.893
6057.592,43.621,43.210,12.665
6058.985,43.121,43.994,12.407
6060.382,40.544,43.774,12.417
6061.777,41.124,42.811,12.405
6063.174,41.916,41.625,12.898
6064.569,40.361,40.484,13.144
6065.968,40.226,39.902,13.004
6067.363,40.413,40.749,13.022
6068.759,41.270,42.073,13.253
6070.158,40.863,42.322,13.065
6071.555,41.924,41.636,12.561
6072.955,41.757,41.475,12.180
6074.352,41.164,42.455,12.178
6075.753,41.837,41.740,12.297
6077.150,41.261,41.653,12.417
6078.549,41.051,42.756,12.510
6079.950,42.076,43.369,11.975
6081.349,42.385,42.891,11.754
6082.751,40.948,43.380,12.067
6084.151,41.033,43.306,12.130
6085.554,42.274,42.101,11.872
6086.954,41.260,42.201,11.929
6088.354,41.109,43.030,12.173
6089.758,42.056,43.219,12.060
6091.159,43.717,43.875,11.746
6092.563,42.419,43.871,11.331
6093.965,40.807,42.195,11.334
6095.370,41.565,42.234,11.840
6096.772,42.404,43.332,11.919
6098.178,40.847,43.158,12.075
6099.581,40.447,42.659,12.367
6100.984,41.305,42.650,12.000
6102.391,41.363,42.198,11.899
6103.795,40.748,41.580,11.863
6105.203,41.292,41.256,12.133
6106.607,40.534,41.270,12.211
6108.015,40.025,41.401,12.094
6109.420,41.032,41.909,11.416
6110.826,40.890,41.292,11.191
6112.235,40.748,41.659,11.365
6113.641,42.120,42.259,11.578
6115.051,41.309,41.731,11.517
6116.458,41.728,41.720,11.506
6117.868,41.965,41.479,11.335
6119.276,40.440,40.809,11.362
6120.683,42.089,42.031,11.128
6122.095,41.598,43.779,11.307
6123.503,40.399,43.592,11.084
6124.915,39.677,42.624,10.912
6126.324,41.967,42.822,11.230
6127.737,40.889,42.595,11.206
6129.147,37.800,40.916,10.818
6130.557,39.809,39.374,10.906
6131.970,39.368,39.463,10.837
6133.381,38.765,40.045,10.784
6134.795,38.275,40.868,10.967
6136.207,40.386,40.917,11.330
6137.622,40.514,40.568,11.853
6139.034,40.402,40.974,12.615
6140.446,41.114,42.120,12.979
6141.862,39.176,41.960,12.870
6143.275,37.717,40.424,13.072
6144.691,37.745,40.507,13.635
6146.105,38.804,40.240,14.019
6147.522,38.846,40.051,13.306
6148.936,39.911,41.291,12.457
6150.351,40.128,42.419,11.915
6151.769,41.100,42.940,12.664
6153.184,40.556,43.457,14.501
6154.603,42.800,44.085,16.158
6156.019,42.299,44.354,17.857
6157.439,41.220,43.959,17.189
6158.855,40.425,43.166,15.802
6160.272,40.285,41.553,16.089
6161.693,40.428,40.113,18.222
6163.110,40.032,40.480,19.066
6164.531,39.728,41.499,17.029
6165.949,39.526,41.777,13.768
6167.371,39.860,42.305,11.523
6168.790,40.836,41.659,11.665
6170.209,39.511,42.013,13.142
6171.632,40.378,42.048,15.016
6173.052,41.752,41.551,14.108
6174.475,39.708,41.579,12.446
6175.896,42.522,42.385,11.633
6177.320,43.648,43.210,12.051
6178.741,42.861,43.770,11.586
6180.162,41.265,43.412,10.776
6181.588,40.958,42.817,10.509
6183.010,41.750,42.614,10.748
6184.435,41.307,41.910,11.111
6185.858,39.577,41.235,11.330
6187.285,38.832,41.769,11.085
6188.708,39.939,41.243,10.727
6190.132,40.394,40.331,11.108
6191.559,39.713,40.695,11.781
6192.983,40.482,41.010,11.961
6194.412,41.264,40.830,12.347
6195.837,41.387,42.357,12.163
6197.265,41.169,42.741,11.485
6198.691,40.995,42.153,10.745
6200.117,39.491,42.207,10.629
6201.547,40.992,41.878,11.515
6202.973,40.497,41.869,13.151
6204.404,41.178,41.793,13.822
6205.831,39.371,40.705,12.874
6207.262,37.972,39.860,11.227
6208.690,38.637,40.380,10.620
6210.122,37.809,40.630,11.219
6211.550,39.567,40.587,11.547
6212.979,41.280,41.467,11.634
6214.412,40.060,40.684,11.321
6215.842,40.197,40.388,10.604
6217.275,40.828,42.087,9.903
6218.705,41.794,41.118,9.869
6220.139,40.018,41.415,10.110
6221.570,40.785,42.342,11.664
6223.002,41.248,42.648,13.085
6224.437,41.877,42.672,12.982
6225.869,42.020,43.278,11.114
6227.304,41.407,43.957,9.612
6228.737,41.699,43.189,9.146
6230.173,42.630,43.049,9.130
6231.606,41.916,42.679,9.405
6233.040,41.749,41.957,11.105
6234.477,41.765,41.489,16.146
6235.911,38.965,41.141,23.659
6237.349,40.190,41.351,27.595
6238.784,39.913,41.379,23.820
6240.223,39.328,41.047,18.806
6241.659,39.786,41.184,15.967
6243.094,40.585,42.031,15.761
6244.534,41.492,42.311,14.311
6245.971,41.629,42.726,12.388
6247.411,40.947,42.855,11.058
6248.848,40.915,43.242,10.303
6250.289,40.973,43.110,10.104
6251.727,41.830,42.131,9.676
6253.165,40.994,42.019,9.261
6254.607,39.575,41.284,9.457
6256.046,40.463,41.554,11.333
6257.489,41.213,42.177,17.953
6258.928,39.694,41.582,25.734
6260.371,39.835,40.157,25.613
6261.812,41.020,40.448,18.725
6263.252,38.090,39.503,12.866
6264.696,38.568,38.967,13.101
6266.138,39.889,39.692,14.737
6267.583,39.556,40.106,14.803
6269.024,40.588,39.750,13.332
6270.470,40.486,41.563,10.803
6271.913,41.670,43.725,9.911
6273.355,42.754,43.139,9.682
6274.802,43.587,42.575,10.147
6276.246,43.911,42.822,11.177
6277.693,45.263,42.909,11.812
6279.137,44.079,43.393,12.057
6280.585,42.381,44.095,10.959
6282.030,43.014,43.922,9.783
6283.475,42.881,43.530,9.011
6284.924,43.036,42.782,9.884
6286.370,42.973,41.885,13.314
6287.819,41.554,42.526,19.736
6289.266,42.006,42.965,23.134
6290.716,39.655,43.076,19.123
6292.163,41.567,43.313,12.243
6293.611,41.841,43.527,9.488
6295.062,40.950,43.413,9.424
6296.510,41.024,43.317,11.525
6297.962,40.433,43.520,25.138
6299.411,43.509,42.800,79.192
6300.864,42.793,42.682,164.898
6302.313,39.311,42.817,183.105
6303.763,41.895,42.391,116.560
6305.217,42.905,42.739,42.235
6306.667,42.319,42.898,21.773
6308.122,43.069,42.968,26.672
6309.573,41.534,42.813,24.905
6311.028,42.206,42.566,16.298
6312.480,41.100,42.700,10.003
6313.932,44.081,43.423,8.855
6315.388,42.678,43.653,8.794
6316.841,42.711,44.185,8.650
6318.297,40.617,43.763,8.598
6319.751,41.553,42.302,8.792
6321.208,41.375,41.282,11.374
6322.662,40.998,41.919,13.494
6324.120,42.088,42.825,13.026
6325.575,41.205,42.575,10.725
6327.030,41.551,43.517,9.649
6328.489,42.316,44.635,11.938
6329.945,42.173,43.636,17.979
6331.405,41.433,42.098,22.179
6332.861,41.191,42.109,19.089
6334.322,41.870,42.092,12.721
6335.779,41.157,41.589,9.232
6337.236,40.259,41.609,8.609
6338.698,41.889,42.106,8.494
6340.156,40.125,40.908,8.647
6341.618,39.982,40.018,8.832
6343.077,38.939,38.752,9.195
6344.540,38.704,38.384,9.334
6345.999,38.154,38.684,9.320
6347.459,39.854,39.106,9.776
6348.923,39.398,40.539,11.465
6350.383,40.792,40.521,12.271
6351.848,39.985,40.738,10.774
6353.309,39.878,41.515,9.747
6354.774,41.250,42.371,10.022
6356.236,42.333,42.465,13.548
6357.698,41.615,41.588,16.546
6359.164,40.612,42.923,15.747
6360.627,40.281,42.705,12.876
6362.094,41.198,42.406,18.849
6363.557,42.098,42.817,43.699
6365.025,39.282,43.137,68.920
6366.489,39.840,43.203,64.107
6367.954,41.240,43.152,32.761
6369.422,40.048,43.227,11.615
6370.887,40.664,42.666,8.739
6372.357,40.981,42.099,8.694
6373.823,40.919,42.591,8.688
6375.292,40.737,43.310,8.917
6376.759,40.925,42.370,8.878
6378.226,41.197,42.376,9.424
6379.697,42.702,42.344,10.797
6381.164,41.726,42.283,11.348
6382.636,41.256,42.671,10.697
6384.104,41.897,42.434,9.874
6385.576,42.689,43.128,10.622
6387.045,42.011,43.459,12.595
6388.515,41.329,43.206,12.843
6389.988,42.339,43.441,11.299
6391.458,42.609,44.305,9.527
6392.932,42.067,43.795,8.781
6394.402,42.850,42.882,8.726
6395.877,43.323,43.347,8.644
6397.348,42.328,43.329,8.556
6398.820,43.084,42.785,8.297
6400.296,41.824,42.705,8.559
6401.768,41.586,42.374,8.756
6403.244,42.045,42.752,9.397
6404.717,41.245,42.729,9.427
6406.194,40.835,42.423,8.825
6407.668,40.495,42.678,8.282
6409.142,40.603,43.276,8.303
6410.620,41.116,42.624,8.316
6412.095,42.020,42.678,8.686
6413.573,41.156,42.296,9.469
6415.049,41.109,42.107,9.872
6416.528,41.879,42.247,9.551
6418.004,41.312,42.078,8.899
6419.481,40.867,41.532,8.957
6420.961,40.499,41.802,9.956
6422.438,40.573,41.583,10.070
6423.919,40.582,41.036,9.383
6425.397,38.678,40.899,8.422
6426.878,39.346,41.014,8.202
6428.357,39.456,40.280,8.315
6429.836,38.993,40.460,8.096
6431.319,39.817,41.141,7.851
6432.798,41.057,41.571,7.824
6434.281,39.628,41.803,8.085
6435.762,40.150,42.021,8.244
6437.246,41.358,41.891,8.119
6438.727,41.093,42.411,8.025
6440.211,42.288,43.225,7.924
6441.693,43.343,44.228,7.903
6443.175,43.422,46.466,8.030
6444.661,47.254,50.933,7.830
6446.143,51.274,55.998,7.937
6447.630,52.274,56.138,8.323
6449.113,49.628,51.953,8.419
6450.600,43.337,45.774,8.679
6452.084,42.860,41.808,9.132
6453.568,40.850,41.710,9.349
6455.056,40.874,40.981,9.069
6456.541,39.566,39.636,8.748
6458.030,38.895,38.306,9.133
6459.516,37.086,35.233,9.579
6461.006,35.932,31.380,9.460
6462.492,36.332,29.463,9.724
6463.979,36.852,29.912,11.356
6465.469,36.519,30.761,14.647
6466.957,36.246,32.465,17.014
6468.448,37.370,32.835,15.798
6469.936,36.439,33.037,14.321
6471.428,36.880,35.455,15.550
6472.917,37.248,38.447,15.824
6474.406,38.132,39.963,12.780
6475.899,38.704,40.729,9.448
6477.388,37.776,41.526,8.922
6478.882,38.577,41.819,10.154
6480.372,39.848,41.338,9.905
6481.867,40.126,41.614,9.199
6483.358,40.146,42.325,8.265
6484.849,40.827,41.669,7.616
6486.345,39.721,41.162,7.498
6487.837,38.780,41.139,7.674
6489.333,40.208,40.756,7.557
6490.826,38.424,40.316,7.684
6492.323,40.254,40.558,7.456
6493.816,38.733,41.644,7.687
6495.310,39.767,42.109,8.063
6496.808,39.902,41.809,10.030
6498.303,40.153,41.523,16.629
6499.801,40.391,41.241,24.342
6501.296,39.783,41.101,23.531
6502.796,40.440,40.782,16.435
6504.292,40.026,40.735,11.557
6505.788,39.718,41.277,13.181
6507.288,40.457,41.697,13.746
6508.785,40.539,40.863,11.365
6510.286,40.168,41.301,8.677
6511.784,40.051,41.681,7.988
6513.285,40.474,41.501,8.338
6514.784,39.040,41.482,8.860
6516.282,40.350,41.897,8.675
6517.785,40.552,41.646,7.830
6519.284,39.088,41.995,7.106
6520.788,39.142,42.217,7.551
6522.288,39.015,42.080,9.664
6523.792,41.173,41.734,11.140
6525.293,40.756,41.138,11.058
6526.794,41.296,40.336,9.437
6528.299,39.632,41.493,8.393
6529.801,40.611,41.804,8.103
6531.306,40.141,40.614,9.485
6532.809,39.790,40.586,15.127
6534.315,39.192,42.353,20.781
6535.819,39.695,41.269,19.336
6537.322,40.047,41.456,12.726
6538.830,41.208,41.569,8.254
6540.334,41.925,41.927,7.964
6541.842,40.438,42.116,9.108
6543.347,39.964,41.416,10.854
6544.856,39.913,41.077,13.124
6546.362,39.199,42.831,13.648
6547.867,40.731,42.475,11.201
6549.377,41.280,41.542,8.736
6550.884,40.532,41.830,8.602
6552.395,38.538,42.578,11.450
6553.902,39.401,41.682,18.593
6555.413,40.628,40.797,22.362
6556.921,38.935,41.370,18.328
6558.433,40.776,41.342,10.965
6559.942,39.647,40.880,8.576
6561.451,39.288,41.230,12.298
6562.964,40.063,41.109,21.459
6564.474,41.011,40.743,25.648
6565.988,39.184,40.370,20.782
6567.498,38.919,40.517,12.389
6569.013,38.868,40.972,10.910
6570.524,40.171,41.109,12.054
6572.036,40.438,40.972,11.105
6573.551,39.186,41.386,9.506
6575.063,38.756,41.529,9.221
6576.580,39.010,41.533,12.391
6578.092,39.821,41.394,17.871
6579.609,40.490,41.030,18.927
6581.123,40.899,40.888,14.056
6582.637,39.713,40.856,9.689
6584.155,39.956,40.205,8.878
6585.670,39.347,40.279,8.874
6587.188,40.202,40.863,8.305
6588.704,39.261,40.844,7.800
6590.223,41.275,40.466,7.871
6591.739,39.170,38.991,8.276
6593.255,40.398,39.918,8.195
6594.776,39.526,40.863,8.318
6596.293,40.676,40.295,9.203
6597.814,39.198,39.489,10.143
6599.332,38.369,40.026,9.902
6600.854,38.889,40.518,8.692
6602.372,38.510,40.792,8.468
6603.891,38.450,40.223,10.764
6605.414,40.323,39.826,13.195
6606.933,39.540,40.473,12.740
6608.457,39.802,40.455,9.807
6609.977,39.676,40.444,7.906
6611.502,38.930,40.823,7.550
6613.022,39.325,41.569,7.493
6614.544,39.916,42.082,7.666
6616.069,40.928,41.948,7.420
6617.591,40.166,41.717,7.327
6619.117,40.015,41.458,7.547
6620.640,40.132,42.133,7.565
6622.167,39.808,42.237,7.572
6623.690,41.629,41.543,7.472
6625.214,40.754,41.255,7.186
6626.742,41.964,41.695,7.575
6628.266,40.384,41.552,8.256
6629.794,41.234,41.811,8.373
6631.320,41.336,42.180,8.069
6632.849,39.511,42.265,7.923
6634.375,40.816,42.109,9.115
6635.901,40.739,41.987,9.828
6637.431,41.499,42.136,9.093
6638.958,40.779,41.418,8.151
6640.489,40.741,41.866,7.722
6642.017,39.673,42.705,7.783
6643.548,40.271,42.073,7.621
6645.077,40.169,41.674,7.375
6646.605,40.086,41.625,7.250
6648.138,39.620,41.670,7.139
6649.667,39.124,40.984,7.292
6651.201,39.280,40.645,7.488
6652.731,39.664,41.313,7.578
6654.265,40.687,40.667,7.446
6655.796,41.112,41.023,7.352
6657.327,40.678,41.666,7.329
6658.862,41.130,42.138,7.394
6660.394,41.796,42.556,7.584
6661.930,42.347,42.820,7.733
6663.462,41.041,42.385,7.935
6664.999,41.225,42.596,7.916
6666.532,40.944,42.698,7.912
6668.066,40.788,41.824,8.172
6669.604,41.563,40.580,8.474
6671.138,41.705,40.284,8.151
6672.676,41.015,40.966,7.525
6674.211,42.046,40.868,7.242
6675.750,42.610,40.979,7.432
6677.286,42.163,41.390,7.476
6678.826,42.324,41.254,7.616
6680.362,43.075,40.832,7.334
6681.899,41.225,41.917,7.437
6683.440,41.326,40.650,7.418
6684.977,40.166,41.221,7.483
6686.519,41.875,41.872,7.487
6688.057,41.485,41.901,7.321
6689.599,40.306,42.059,7.340
6691.138,41.144,41.228,7.311
6692.678,39.606,41.067,7.285
6694.221,38.695,40.340,7.148
6695.761,39.031,40.003,7.151
6697.305,38.157,40.279,7.412
6698.846,38.175,40.349,7.970
6700.390,38.748,40.208,8.255
6701.932,39.218,40.994,8.336
6703.474,39.725,41.155,8.227
6705.019,39.749,41.176,8.111
6706.562,39.755,41.505,8.604
6708.108,39.169,41.738,9.397
6709.652,39.601,41.496,9.632
6711.199,40.716,41.746,8.988
6712.743,40.061,40.624,8.120
6714.287,39.203,40.334,7.901
6715.835,38.947,40.445,8.232
