Wavelength,Flux,BestFit,SkyFlux
4600.447,40.742,44.860,9.856
4601.506,38.523,45.411,9.145
4602.567,38.677,44.382,9.285
4603.626,39.932,44.109,10.239
4604.685,37.329,42.380,10.626
4605.747,38.835,41.337,9.736
4606.806,40.360,41.782,9.406
4607.868,37.851,41.588,9.629
4608.928,37.238,41.218,10.249
4609.991,38.482,42.843,11.067
4611.052,39.857,42.225,11.178
4612.113,40.211,42.211,10.595
4613.176,41.529,44.392,9.607
4614.237,42.229,45.268,9.020
4615.301,41.259,42.896,9.108
4616.363,43.788,43.692,9.570
4617.428,43.711,45.360,10.028
4618.490,41.550,44.918,10.057
4619.552,42.470,43.970,10.044
4620.618,41.831,45.374,9.990
4621.681,41.307,45.023,10.105
4622.746,41.471,44.434,10.036
4623.810,39.422,42.999,10.153
4624.876,38.453,42.360,10.711
4625.940,38.536,42.909,10.357
4627.004,40.179,43.204,9.821
4628.071,42.399,43.703,10.312
4629.136,38.802,44.746,10.080
4630.203,41.006,45.623,9.944
4631.268,39.621,44.802,10.360
4632.336,40.650,44.156,10.296
4633.402,39.595,45.598,10.033
4634.468,37.902,42.622,9.946
4635.537,38.016,38.478,9.758
4636.603,37.365,37.220,9.517
4637.672,36.265,38.174,9.639
4638.739,38.269,39.615,9.812
4639.809,41.616,41.075,9.545
4640.876,41.902,42.705,9.678
4641.944,41.621,44.433,9.849
4643.014,41.338,45.234,9.998
4644.082,38.335,44.456,10.205
4645.153,39.011,42.990,9.770
4646.222,39.528,42.158,8.944
4647.293,40.467,41.348,8.931
4648.362,39.848,42.919,9.275
4649.432,37.035,41.639,9.493
4650.504,37.940,40.978,9.939
4651.574,41.200,43.336,10.421
4652.646,40.233,44.903,10.124
4653.717,40.514,42.903,9.969
4654.790,43.131,44.456,10.348
4655.861,42.794,44.268,10.719
4656.934,40.045,43.989,11.288
4658.006,39.942,44.262,12.228
4659.077,42.635,42.708,12.601
4660.152,42.570,42.527,13.034
4661.224,40.058,41.330,13.254
4662.299,41.041,40.161,13.021
4663.371,38.736,40.209,13.126
4664.446,38.137,41.002,13.247
4665.520,39.244,41.620,12.832
4666.593,40.615,43.187,13.108
4667.669,40.044,42.971,13.406
4668.743,39.883,42.655,13.335
4669.819,43.204,42.555,13.431
4670.894,41.151,42.816,14.188
4671.971,39.644,43.082,14.345
4673.046,39.257,40.549,13.705
4674.121,37.762,39.316,13.916
4675.198,39.954,40.073,14.155
4676.274,38.601,41.781,13.165
4677.352,40.399,43.280,12.992
4678.428,43.107,44.013,13.109
4679.507,42.577,44.265,12.558
4680.584,42.867,44.098,11.930
4681.660,39.962,44.493,12.363
4682.740,41.635,43.630,12.054
4683.817,39.846,40.914,11.719
4684.897,40.076,38.780,11.704
4685.975,38.355,39.193,11.936
4687.056,35.751,37.764,11.760
4688.134,38.505,39.173,11.092
4689.212,38.659,40.043,10.541
4690.294,36.663,39.404,10.975
4691.373,39.654,41.333,11.151
4692.454,42.060,43.748,10.768
4693.534,43.995,44.733,10.737
4694.616,40.505,43.056,10.926
4695.696,40.662,41.974,11.274
4696.777,39.623,42.290,11.293
4697.860,38.243,41.598,10.897
4698.940,40.149,41.339,10.293
4700.024,38.668,42.025,10.359
4701.105,36.460,42.239,10.450
4702.189,38.834,42.317,10.543
4703.271,38.515,42.377,10.705
4704.353,39.457,41.469,10.645
4705.438,38.480,39.576,10.856
4706.520,36.909,38.732,10.990
4707.606,36.743,37.058,11.077
4708.689,39.570,37.208,11.426
4709.774,37.129,39.914,11.705
4710.858,40.039,41.382,11.786
4711.942,38.753,39.649,11.715
4713.028,39.427,40.299,11.408
4714.112,37.645,40.662,11.177
4715.199,37.055,39.327,10.977
4716.284,35.267,37.147,10.566
4717.372,32.975,36.184,10.114
4718.457,33.220,37.613,10.238
4719.542,32.945,35.288,10.867
4720.631,34.298,36.542,10.725
4721.717,36.363,38.357,10.032
4722.805,34.174,37.789,10.028
4723.892,33.339,37.724,10.728
4724.981,35.168,38.357,10.722
4726.068,33.868,35.290,10.616
4727.155,32.755,35.962,10.061
4728.246,32.810,37.386,10.226
4729.333,33.848,37.181,11.219
4730.424,35.291,37.954,11.854
4731.512,36.719,37.604,11.085
4732.603,38.083,36.846,10.378
4733.692,38.292,38.783,11.212
4734.781,39.447,39.898,11.794
4735.873,42.183,39.388,11.275
4736.962,43.567,40.795,10.863
4738.054,42.541,41.898,11.661
4739.144,43.122,40.321,12.063
4740.237,41.114,39.867,11.800
4741.328,39.426,39.707,11.877
4742.421,38.583,37.897,12.721
4743.512,37.638,35.653,13.220
4744.603,37.075,36.611,13.047
4745.697,36.859,35.519,12.393
4746.789,37.364,35.215,11.567
4747.884,38.589,36.562,10.800
4748.976,38.826,37.985,10.497
4750.071,38.391,37.861,10.220
4751.164,39.668,36.871,10.253
4752.257,38.723,36.233,10.435
4753.353,41.933,35.753,11.723
4754.446,38.834,35.351,11.774
4755.543,41.893,34.473,10.447
4756.637,41.016,32.686,9.541
4757.734,39.746,31.679,9.298
4758.828,44.278,32.405,9.387
4759.923,55.635,46.434,9.160
4761.020,75.459,68.669,9.236
4762.116,93.837,83.461,9.452
4763.214,87.105,77.385,8.924
4764.310,66.790,54.593,9.255
4765.408,46.968,38.165,9.541
4766.504,39.684,30.626,9.425
4767.601,37.287,29.610,8.928
4768.700,38.456,31.415,8.786
4769.797,40.739,32.746,9.255
4770.897,39.968,34.921,9.365
4771.995,40.088,35.520,9.201
4773.095,38.620,34.679,9.195
4774.193,35.743,33.291,9.223
4775.292,35.900,32.969,9.352
4776.393,39.928,34.706,9.647
4777.492,39.489,36.225,9.622
4778.593,39.638,38.209,9.608
4779.693,42.792,40.084,10.125
4780.795,43.227,40.665,10.454
4781.895,41.640,40.175,9.973
4782.995,42.401,40.026,9.591
4784.098,44.130,40.292,9.923
4785.198,45.916,41.923,9.897
4786.302,47.466,43.460,9.622
4787.403,51.241,44.244,9.416
4788.507,49.827,44.117,9.629
4789.608,49.612,42.996,9.240
4790.710,47.593,41.497,8.812
4791.815,41.740,41.046,9.616
4792.917,41.042,40.775,9.877
4794.022,40.583,40.678,9.726
4795.125,39.261,40.794,9.996
4796.231,40.653,40.800,10.058
4797.334,41.258,40.892,9.771
4798.438,39.988,39.783,9.968
4799.545,40.175,39.140,9.906
4800.649,39.646,39.269,9.912
4801.756,36.593,40.083,10.369
4802.860,41.795,41.663,10.201
4803.968,39.320,42.944,9.990
4805.073,42.254,43.021,9.906
4806.178,39.620,42.708,9.656
4807.287,42.204,41.238,9.761
4808.393,36.478,38.423,10.238
4809.501,37.012,35.932,10.095
4810.608,36.654,35.457,9.441
4811.717,34.242,35.805,9.265
4812.824,36.881,36.851,9.440
4813.931,39.703,37.592,9.780
4815.041,39.049,38.089,10.057
4816.149,39.269,39.388,10.399
4817.260,40.736,40.296,11.463
4818.368,37.851,39.889,12.193
4819.479,39.808,40.084,11.773
4820.588,40.873,40.489,12.178
4821.697,40.076,39.834,12.781
4822.809,40.294,39.044,12.527
4823.918,40.687,41.709,11.815
4825.030,40.830,40.246,11.665
4826.140,41.209,39.510,11.165
4827.253,41.081,40.293,11.606
4828.364,39.485,40.707,12.364
4829.477,39.686,40.326,12.273
4830.588,41.241,40.862,11.668
4831.699,41.371,41.076,11.124
4832.814,40.294,40.317,11.257
4833.925,37.772,40.331,12.513
4835.040,38.314,40.692,12.824
4836.152,39.365,39.474,12.159
4837.268,40.128,40.181,12.191
4838.380,39.656,42.599,12.450
4839.493,43.118,42.620,12.759
4840.609,42.435,42.853,12.075
4841.723,41.745,43.482,12.071
4842.840,41.391,40.977,11.888
4843.954,39.123,39.594,11.256
4845.071,36.814,39.730,11.197
4846.185,40.847,38.128,11.136
4847.300,40.646,38.417,11.297
4848.418,43.224,41.056,11.439
4849.533,42.041,41.317,10.823
4850.652,37.975,41.222,9.889
4851.767,39.579,41.568,10.255
4852.886,40.832,41.384,10.731
4854.003,39.954,41.085,10.398
4855.119,40.638,40.162,10.014
4856.239,41.421,38.297,9.412
4857.356,41.860,39.847,8.769
4858.476,40.385,40.688,8.864
4859.594,39.061,39.784,9.374
4860.714,40.980,39.224,10.427
4861.833,39.519,39.916,12.219
4862.951,36.878,40.545,12.499
4864.072,37.425,40.682,10.922
4865.191,39.149,39.654,9.630
4866.313,41.179,39.208,9.405
4867.433,37.179,40.030,9.936
4868.555,42.326,41.201,10.375
4869.675,41.436,41.566,10.570
4870.796,43.020,41.985,10.423
4871.919,41.111,42.050,10.097
4873.039,41.548,41.631,9.513
4874.163,39.358,40.734,9.342
4875.284,37.609,39.478,10.058
4876.409,37.541,38.649,10.229
4877.531,42.419,40.056,9.841
4878.653,43.309,42.341,10.207
4879.778,43.712,42.725,11.153
4880.900,43.017,41.763,11.416
4882.026,43.109,41.645,11.389
4883.149,45.062,42.936,11.326
4884.275,43.075,42.432,11.141
4885.398,42.698,41.905,11.011
4886.522,41.005,40.559,10.923
4887.649,39.801,39.383,11.261
4888.774,40.400,39.509,11.066
4889.901,40.130,40.141,10.709
4891.026,40.778,39.284,10.665
4892.154,40.322,40.599,10.813
4893.279,40.296,39.660,11.050
4894.405,38.623,39.059,10.705
4895.533,38.945,40.490,10.116
4896.660,40.764,41.006,10.061
4897.789,41.270,41.000,10.336
4898.916,42.110,40.341,10.166
4900.045,42.204,40.460,9.704
4901.172,41.180,40.578,9.809
4902.300,39.413,40.123,10.108
4903.430,43.622,40.192,10.211
4904.558,42.688,41.669,10.316
4905.689,44.866,43.585,10.371
4906.818,47.925,43.990,10.654
4907.950,48.185,43.204,10.220
4909.079,46.909,42.669,10.105
4910.208,42.621,43.086,10.187
4911.340,41.486,43.428,10.218
4912.470,44.060,44.686,9.964
4913.603,44.278,42.250,9.659
4914.733,44.358,40.208,9.610
4915.867,38.827,40.076,10.196
4916.997,38.755,38.175,10.672
4918.131,41.260,39.172,10.343
4919.263,40.771,40.974,9.628
4920.394,44.589,42.132,9.142
4921.529,43.308,42.475,9.498
4922.661,44.887,42.968,9.955
4923.796,44.332,43.775,9.985
4924.929,41.807,41.691,9.815
4926.065,43.466,40.397,9.399
4927.198,42.558,41.587,9.382
4928.331,41.287,41.839,9.417
4929.468,42.924,41.250,9.449
4930.602,42.981,43.236,9.310
4931.739,40.918,42.714,9.362
4932.873,43.205,41.514,9.563
4934.011,42.607,41.568,9.695
4935.146,43.229,43.271,9.722
4936.281,42.585,44.681,10.304
4937.420,44.788,43.719,10.442
4938.556,41.442,43.128,10.465
4939.694,43.729,41.982,10.393
4940.831,44.248,43.088,9.700
4941.970,46.688,45.240,9.430
4943.107,47.524,45.721,10.125
4944.244,42.544,44.314,10.271
4945.384,44.558,44.447,9.962
4946.522,41.304,44.156,10.069
4947.663,43.938,45.022,9.928
4948.801,45.155,44.587,10.154
4949.942,44.310,42.987,10.392
4951.081,45.401,43.809,10.237
4952.220,41.977,43.957,10.040
4953.362,43.976,42.782,10.347
4954.501,46.566,43.160,10.702
4955.644,43.659,42.793,10.887
4956.784,42.061,41.037,10.130
4957.927,44.226,41.458,9.413
4959.067,42.407,43.464,9.582
4960.208,41.997,42.030,10.005
4961.352,44.136,42.199,10.265
4962.493,42.074,42.910,10.167
4963.638,43.282,41.936,10.349
4964.779,40.479,40.672,11.023
4965.924,41.109,40.632,11.485
4967.067,41.521,39.945,12.275
4968.209,39.472,39.058,12.328
4969.355,39.735,38.212,11.660
4970.498,38.356,37.936,12.198
4971.644,40.253,39.286,11.971
4972.788,39.882,41.523,12.422
4973.935,38.583,38.763,13.432
4975.079,41.060,38.418,14.133
4976.224,39.243,40.402,14.450
4977.371,42.744,41.995,14.913
4978.516,45.725,42.990,15.829
4979.664,41.383,42.521,17.491
4980.810,43.640,42.310,18.133
4981.958,43.875,41.575,18.238
4983.104,40.050,41.227,18.406
4984.251,43.104,41.617,19.347
4985.400,43.574,41.674,18.815
4986.547,42.205,41.956,18.100
4987.697,39.364,42.485,16.693
4988.844,45.277,42.367,15.476
4989.995,40.503,41.185,15.240
4991.143,41.572,39.605,14.793
4992.291,39.681,38.972,14.649
4993.442,38.714,39.622,14.780
4994.591,38.805,40.578,14.070
4995.743,41.405,41.263,12.909
4996.892,42.306,40.991,12.393
4998.044,41.699,40.346,12.107
4999.194,43.263,40.970,11.906
5000.344,42.570,42.375,11.159
5001.497,41.698,42.362,10.843
5002.648,44.169,42.230,10.524
5003.801,47.413,43.875,10.472
5004.952,43.740,45.770,10.766
5006.106,42.888,44.272,10.739
5007.258,42.440,41.607,10.702
5008.413,42.265,40.403,10.540
5009.565,42.016,41.249,10.340
5010.717,42.050,42.606,10.383
5011.873,40.901,43.189,10.566
5013.026,42.051,43.407,10.013
5014.182,42.302,44.304,9.611
5015.335,42.434,43.201,9.906
5016.492,41.650,41.863,9.656
5017.646,43.511,42.129,9.839
5018.800,43.609,42.913,10.007
5019.958,42.342,41.909,10.066
5021.112,42.724,41.734,10.752
5022.270,41.872,42.718,11.034
5023.426,40.406,42.970,9.992
5024.584,39.913,41.410,9.744
5025.740,40.489,40.092,9.771
5026.896,40.178,41.289,9.132
5028.055,40.378,40.052,9.504
5029.212,41.638,39.697,9.409
5030.372,40.197,40.481,9.510
5031.529,40.431,41.346,10.239
5032.689,43.004,42.183,10.409
5033.847,42.052,43.133,10.037
5035.005,40.516,41.824,9.460
5036.166,42.740,41.548,9.136
5037.325,44.258,40.800,9.012
5038.486,43.563,40.510,9.180
5039.645,41.856,40.902,9.362
5040.807,42.157,40.316,8.881
5041.967,40.799,40.403,8.441
5043.127,39.838,41.488,8.524
5044.290,41.076,41.835,8.897
5045.450,42.003,41.715,8.924
5046.614,40.528,41.419,9.266
5047.775,40.248,40.948,9.564
5048.939,40.441,42.741,8.926
5050.100,41.920,43.178,8.943
5051.262,40.219,42.545,9.231
5052.427,42.384,42.125,9.184
5053.589,42.578,42.799,9.588
5054.754,46.014,44.121,9.578
5055.917,42.877,43.817,9.146
5057.083,43.905,43.891,9.380
5058.247,42.916,44.085,9.136
5059.410,43.735,43.891,9.069
5060.577,42.032,43.090,9.083
5061.741,45.753,42.128,9.030
5062.908,42.439,42.449,8.972
5064.073,45.006,42.174,9.531
5065.241,42.456,43.591,9.732
5066.406,43.927,44.019,9.370
5067.572,43.912,42.380,9.252
5068.740,43.309,42.331,9.366
5069.906,44.551,44.107,10.420
5071.075,43.527,44.003,11.019
5072.242,44.185,44.091,10.506
5073.412,42.379,44.155,9.591
5074.579,46.054,43.561,8.632
5075.746,43.362,43.321,9.078
5076.917,42.498,43.705,9.649
5078.084,43.490,42.421,9.223
5079.255,44.927,42.669,8.999
5080.424,43.799,43.399,9.205
5081.595,44.550,43.037,10.967
5082.764,44.468,42.597,13.072
5083.934,42.703,42.427,13.431
5085.106,41.286,42.330,13.318
5086.276,42.252,42.522,14.151
5087.449,44.228,42.562,14.186
5088.619,42.907,42.063,13.393
5089.793,43.993,41.457,11.687
5090.964,43.799,41.770,10.423
5092.135,44.849,42.645,9.676
5093.309,44.533,43.024,9.396
5094.481,41.457,43.679,9.256
5095.655,42.107,44.168,9.438
5096.828,41.875,42.516,9.700
5098.003,42.474,40.466,9.651
5099.176,41.844,39.404,10.154
5100.352,41.320,39.529,10.992
5101.525,41.312,40.999,11.016
5102.699,41.047,42.492,10.409
5103.875,42.088,42.029,9.798
5105.049,43.448,41.688,9.273
5106.227,43.685,42.514,8.892
5107.401,41.982,42.190,9.215
5108.579,44.236,41.293,9.052
5109.754,46.306,41.944,8.604
5110.930,46.357,44.099,8.927
5112.108,47.538,43.426,9.014
5113.284,47.393,43.733,8.878
5114.463,46.418,43.890,9.058
5115.640,44.744,42.961,8.994
5116.820,43.154,41.777,9.056
5117.997,43.170,41.386,9.502
5119.174,40.483,40.115,9.405
5120.355,37.678,39.449,9.344
5121.533,39.635,39.324,9.165
5122.714,39.185,39.371,8.462
5123.892,41.207,39.759,8.477
5125.074,42.621,41.205,8.469
5126.253,41.922,43.483,8.413
5127.432,44.917,42.171,8.725
5128.614,41.080,42.946,8.780
5129.794,45.485,43.837,9.136
5130.977,43.775,43.027,9.803
5132.157,43.607,43.359,9.578
5133.341,45.068,42.372,9.611
5134.522,43.910,42.331,9.977
5135.703,43.141,42.411,10.330
5136.887,44.527,42.233,10.394
5138.069,47.259,42.676,9.938
5139.254,50.338,44.240,10.036
5140.436,51.557,44.464,10.079
5141.621,52.539,44.738,10.045
5142.804,52.776,44.322,10.167
5143.987,48.552,43.686,10.346
5145.174,47.382,43.401,10.685
5146.357,44.564,43.113,10.431
5147.544,41.313,42.832,10.744
5148.728,40.955,43.295,11.202
5149.915,43.770,43.445,11.645
5151.100,42.932,43.513,12.238
5152.285,42.426,43.710,12.217
5153.473,43.041,43.211,12.791
5154.659,41.581,41.807,13.698
5155.847,41.897,41.012,13.681
5157.034,40.946,41.381,12.602
5158.223,40.676,41.386,11.524
5159.409,41.225,40.371,10.744
5160.596,40.396,39.801,10.573
5161.786,43.215,40.443,10.090
5162.974,41.092,42.006,10.115
5164.164,41.917,40.795,10.018
5165.352,40.854,39.715,9.597
5166.544,39.673,40.709,9.099
5167.732,42.873,40.826,8.388
5168.921,42.098,40.784,8.541
5170.113,42.230,41.591,8.937
5171.302,41.962,42.240,8.863
5172.495,42.555,41.666,8.533
5173.685,41.501,41.072,8.294
5174.878,42.406,42.330,8.618
5176.068,40.814,42.057,9.083
5177.259,43.342,42.754,9.371
5178.453,44.659,42.865,9.346
5179.644,44.639,42.932,9.054
5180.838,44.066,42.955,8.848
5182.030,42.603,41.829,8.617
5183.225,42.895,42.843,8.482
5184.418,43.631,43.840,7.961
5185.610,42.171,42.319,8.098
5186.806,41.580,40.834,8.721
5187.999,41.255,40.820,9.688
5189.196,37.268,40.094,10.331
5190.389,40.417,39.885,9.879
5191.586,41.366,40.761,9.591
5192.781,39.962,41.262,9.224
5193.978,40.430,41.763,8.561
5195.173,42.016,42.420,8.583
5196.368,41.468,42.260,9.064
5197.566,43.305,42.255,11.846
5198.762,43.103,42.070,16.560
5199.961,40.431,40.962,18.057
5201.157,43.853,40.580,16.306
5202.357,42.526,41.169,13.836
5203.553,44.643,40.893,11.642
5204.750,43.132,41.752,11.063
5205.951,43.193,42.218,9.815
5207.148,44.453,43.160,8.932
5208.349,43.635,43.045,9.109
5209.547,43.060,41.726,9.467
5210.748,45.414,41.889,9.667
5211.947,41.205,42.673,9.671
5213.146,41.767,41.264,9.757
5214.348,42.759,41.961,9.354
5215.548,41.654,42.661,8.788
5216.751,44.281,41.105,8.473
5217.951,43.310,40.111,9.051
5219.154,41.479,41.179,10.296
5220.355,43.061,41.163,10.878
5221.556,42.357,41.329,10.411
5222.760,40.663,41.341,10.036
5223.961,44.506,40.508,10.472
5225.166,41.811,39.548,11.128
5226.368,40.570,39.023,10.749
5227.573,39.849,38.677,9.163
5228.776,41.295,39.051,8.535
5229.978,39.464,40.401,8.888
5231.184,40.159,41.316,9.792
5232.388,39.224,40.511,10.581
5233.594,42.551,41.841,10.002
5234.798,41.464,42.009,8.612
5236.006,40.936,41.203,8.545
5237.210,42.273,41.358,9.567
5238.415,43.339,42.691,10.418
5239.623,43.207,43.286,11.803
5240.828,44.264,43.224,11.403
5242.037,45.579,42.439,9.777
5243.243,44.076,42.189,9.390
5244.452,43.289,42.097,9.063
5245.658,42.822,41.380,8.585
5246.865,43.042,40.536,9.028
5248.075,41.719,41.131,9.015
5249.282,41.126,41.641,9.301
5250.493,40.202,40.765,9.707
5251.701,41.896,40.279,8.851
5252.912,40.852,41.362,8.317
5254.120,40.165,42.014,8.677
5255.329,42.444,40.106,9.557
5256.541,42.216,40.118,10.586
5257.750,42.561,41.362,11.344
5258.962,44.160,42.719,10.813
5260.172,44.382,43.159,9.827
5261.385,43.359,42.402,9.229
5262.595,42.586,43.325,8.544
5263.806,41.844,42.176,8.511
5265.020,40.632,41.206,8.289
5266.231,41.632,41.267,7.910
5267.446,43.488,41.406,7.935
5268.657,43.461,40.922,8.129
5269.872,42.170,40.782,8.247
5271.085,42.098,41.081,8.378
5272.297,42.489,40.679,8.786
5273.513,40.543,40.199,9.052
5274.726,41.489,40.305,9.028
5275.942,41.900,40.639,9.571
5277.156,39.889,41.524,9.947
5278.373,42.338,40.585,9.608
5279.587,42.429,40.218,9.250
5280.805,41.648,41.059,8.887
5282.020,41.824,41.643,9.030
5283.235,44.265,41.173,8.756
5284.453,43.765,42.447,8.244
5285.669,42.750,42.750,8.858
5286.888,42.298,43.110,9.606
5288.104,40.916,43.537,9.317
5289.323,44.336,42.533,9.049
5290.540,41.507,40.027,9.136
5291.757,41.107,40.844,9.144
5292.977,43.350,40.393,8.806
5294.195,41.827,40.159,9.271
5295.416,42.353,40.279,9.767
5296.634,43.001,40.294,9.198
5297.856,40.769,40.637,9.048
5299.074,42.163,40.431,9.664
5300.293,42.652,40.018,9.985
5301.516,41.197,37.899,9.829
5302.735,41.472,36.900,9.842
5303.958,41.257,38.741,9.745
5305.178,40.509,40.476,9.694
5306.402,41.447,40.516,9.996
5307.622,39.982,40.711,9.657
5308.843,40.400,39.112,9.401
5310.067,41.389,37.994,9.122
5311.289,40.766,38.739,9.220
5312.514,38.119,38.855,9.670
5313.736,40.649,39.194,10.326
5314.961,41.354,39.213,10.267
5316.184,40.574,38.831,9.381
5317.407,41.135,38.347,9.182
5318.633,42.931,37.860,9.843
5319.857,38.205,37.119,10.016
5321.083,43.219,36.314,9.692
5322.308,40.531,36.503,9.860
5323.535,41.558,35.911,9.616
5324.760,40.372,35.040,9.985
5325.985,42.318,34.150,10.183
5327.213,40.962,32.727,9.698
5328.438,46.243,34.716,9.253
5329.667,53.671,38.022,9.294
5330.893,72.093,62.219,10.537
5332.122,115.251,112.274,11.350
5333.349,168.635,160.857,11.089
5334.576,169.947,161.441,10.359
5335.806,118.330,110.263,9.790
5337.033,71.359,59.775,9.888
5338.264,52.119,37.426,10.099
5339.492,43.684,33.524,10.095
5340.724,40.539,32.404,9.872
5341.952,39.321,32.468,9.748
5343.181,39.188,34.051,10.101
5344.413,38.397,32.818,10.363
5345.643,35.877,32.800,9.890
5346.875,39.411,34.272,9.467
5348.105,38.229,35.432,9.911
5349.339,38.564,35.924,10.596
5350.569,39.176,35.588,11.358
5351.800,39.672,36.143,11.240
5353.034,39.986,37.542,9.822
5354.266,40.516,38.493,9.407
5355.500,41.080,38.463,9.955
5356.732,40.506,38.033,10.868
5357.968,39.686,36.651,11.554
5359.200,40.467,36.581,10.712
5360.433,40.024,37.023,9.365
5361.669,39.164,37.168,9.212
5362.903,41.516,36.688,8.723
5364.139,39.328,36.036,8.707
5365.373,39.487,37.195,8.929
5366.611,38.792,36.641,8.927
5367.845,38.918,36.356,9.695
5369.080,41.560,37.847,9.625
5370.318,44.386,40.221,9.353
5371.554,41.821,41.489,9.183
5372.792,43.784,42.039,9.141
5374.028,42.178,42.006,9.664
5375.268,42.102,40.298,9.763
5376.504,40.944,39.271,10.469
5377.744,39.738,39.891,10.733
5378.981,41.322,39.730,9.712
5380.218,40.741,40.273,9.695
5381.459,42.281,40.098,9.443
5382.697,40.982,40.840,9.191
5383.938,42.923,41.301,9.034
5385.177,40.173,40.235,8.782
5386.419,41.715,39.111,8.802
5387.658,40.495,39.193,8.925
5388.897,38.581,39.143,9.048
5390.140,41.422,40.107,8.519
5391.380,42.385,40.951,9.046
5392.623,42.112,41.421,10.250
5393.864,43.146,42.665,10.384
5395.108,40.393,40.429,9.687
5396.349,38.201,39.113,9.121
5397.590,39.191,37.044,8.565
5398.835,39.092,35.396,8.551
5400.077,37.256,35.920,8.841
5401.322,40.369,37.499,8.578
5402.565,39.371,38.357,8.508
5403.810,38.837,36.941,8.732
5405.054,41.308,39.089,8.442
5406.297,40.882,42.346,8.736
5407.544,42.055,43.067,8.941
5408.788,42.728,43.014,8.422
5410.035,43.505,42.079,8.469
5411.280,42.887,41.837,8.770
5412.527,43.221,39.986,8.684
5413.773,41.124,38.649,8.903
5415.018,39.476,39.446,9.182
5416.267,40.829,39.603,9.416
5417.513,41.475,38.341,9.496
5418.762,40.546,37.837,9.345
5420.008,41.353,39.562,9.183
5421.258,43.071,40.702,9.127
5422.505,43.887,40.437,9.189
5423.753,44.365,42.084,9.152
5425.004,45.883,43.415,9.139
5426.252,43.989,42.865,9.184
5427.503,44.312,42.343,9.225
5428.752,47.683,43.126,9.004
5430.003,48.051,43.897,9.259
5431.253,51.022,42.767,9.251
5432.502,54.099,43.379,9.172
5433.755,56.741,43.549,9.426
5435.005,63.353,43.537,9.204
5436.258,77.598,44.734,9.257
5437.509,97.147,49.483,9.420
5438.763,118.912,60.678,9.548
5440.014,144.714,77.324,9.847
5441.265,160.842,83.733,10.054
5442.520,147.360,73.543,10.199
5443.772,114.231,57.197,9.984
5445.027,85.406,46.800,9.397
5446.280,64.963,43.761,9.983
5447.536,53.104,42.557,10.214
5448.789,50.865,40.732,9.777
5450.043,47.022,40.491,9.713
5451.299,45.819,41.046,9.628
5452.553,44.488,40.667,9.779
5453.811,44.458,39.970,9.473
5455.065,45.220,40.611,9.018
5456.323,41.226,40.745,9.706
5457.578,44.811,41.472,9.576
5458.834,44.110,41.687,13.137
5460.093,44.854,40.810,29.181
5461.349,39.032,40.493,68.039
5462.608,42.165,39.656,79.114
5463.865,42.587,38.953,48.081
5465.125,40.936,38.260,23.244
5466.382,41.369,38.036,15.201
5467.640,39.912,38.328,13.450
5468.900,42.245,38.510,12.188
5470.159,43.211,39.642,11.995
5471.420,41.871,41.229,11.430
5472.679,44.066,40.937,11.463
5473.941,46.217,40.754,10.913
5475.200,47.494,40.978,10.572
5476.463,46.997,38.948,10.069
5477.722,48.919,40.982,9.754
5478.982,47.709,41.153,9.985
5480.246,51.142,41.115,10.369
5481.507,54.704,42.026,10.645
5482.771,59.676,42.596,11.774
5484.032,66.280,41.477,12.859
5485.297,72.351,41.213,12.661
5486.558,88.311,42.050,12.071
5487.821,112.570,45.150,11.229
5489.086,155.093,50.526,10.141
5490.349,215.846,65.702,10.242
5491.615,293.846,101.669,10.294
5492.878,366.154,139.058,10.374
5494.145,390.901,144.976,10.298
5495.409,334.338,111.802,10.293
5496.673,240.230,70.821,9.911
5497.941,150.761,50.076,10.583
5499.205,102.361,44.571,10.913
5500.473,75.111,40.710,11.248
5501.739,63.248,39.505,10.824
5503.008,55.694,40.384,10.120
5504.274,50.444,40.561,10.745
5505.540,44.179,38.790,10.483
5506.809,41.985,37.366,10.440
5508.076,39.844,38.522,10.375
5509.346,40.959,39.654,10.475
5510.614,39.653,39.668,10.357
5511.884,41.340,39.998,10.491
5513.152,39.925,40.883,10.897
5514.421,41.609,40.328,11.631
5515.692,39.572,39.920,12.148
5516.961,39.000,40.174,11.624
5518.233,40.227,40.907,10.726
5519.503,39.600,40.857,10.742
5520.776,41.988,40.133,11.571
5522.046,42.295,41.022,12.329
5523.316,40.008,43.183,11.770
5524.590,40.347,41.705,10.588
5525.861,41.099,39.514,10.052
5527.135,39.442,38.512,10.902
5528.406,38.852,38.030,11.328
5529.681,39.046,37.283,10.467
5530.953,37.425,38.094,10.122
5532.226,38.742,36.685,9.916
5533.501,39.816,38.037,10.020
5534.774,41.361,40.779,9.855
5536.051,40.091,41.503,9.552
5537.324,39.191,41.290,9.996
5538.601,40.364,41.492,10.157
5539.875,41.068,39.090,9.965
5541.150,40.002,38.082,10.247
5542.428,38.869,39.362,11.339
5543.703,39.520,40.531,11.856
5544.981,39.906,39.942,12.504
5546.257,41.510,40.213,12.598
5547.536,43.272,40.613,11.582
5548.812,42.168,41.844,10.632
5550.088,42.642,42.301,10.605
5551.368,42.098,41.882,10.555
5552.645,42.685,43.207,10.691
5553.926,41.607,43.178,10.088
5555.203,39.370,41.420,9.999
5556.484,40.087,40.129,9.612
5557.763,41.293,39.885,9.618
